_id,class,description
o-dang_davidson_22582,offensive,davidson_category_desc_18724
o-dang_davidson_22583,offensive,davidson_category_desc_18725
o-dang_davidson_22584,offensive,davidson_category_desc_18726
o-dang_davidson_22585,offensive,davidson_category_desc_18727
o-dang_davidson_22586,offensive,davidson_category_desc_18728
o-dang_davidson_22587,offensive,davidson_category_desc_18729
o-dang_davidson_22588,hate speech,davidson_category_desc_18730
o-dang_davidson_22589,hate speech,davidson_category_desc_18731
o-dang_davidson_22590,offensive,davidson_category_desc_18732
o-dang_davidson_22591,offensive,davidson_category_desc_18733
o-dang_davidson_22592,offensive,davidson_category_desc_18734
o-dang_davidson_22593,offensive,davidson_category_desc_18735
o-dang_davidson_22595,hate speech,davidson_category_desc_18736
o-dang_davidson_22596,offensive,davidson_category_desc_18737
o-dang_davidson_22599,hate speech,davidson_category_desc_18738
o-dang_davidson_22600,offensive,davidson_category_desc_18739
o-dang_davidson_22604,offensive,davidson_category_desc_18740
o-dang_davidson_22605,offensive,davidson_category_desc_18741
o-dang_davidson_22607,offensive,davidson_category_desc_18742
o-dang_davidson_22608,offensive,davidson_category_desc_18743
o-dang_davidson_22609,offensive,davidson_category_desc_18744
o-dang_davidson_22610,offensive,davidson_category_desc_18745
o-dang_davidson_22611,offensive,davidson_category_desc_18746
o-dang_davidson_22612,offensive,davidson_category_desc_18747
o-dang_davidson_22613,offensive,davidson_category_desc_18748
o-dang_davidson_22614,offensive,davidson_category_desc_18749
o-dang_davidson_22616,offensive,davidson_category_desc_18750
o-dang_davidson_22617,hate speech,davidson_category_desc_18751
o-dang_davidson_22618,offensive,davidson_category_desc_18752
o-dang_davidson_22619,offensive,davidson_category_desc_18753
o-dang_davidson_22620,offensive,davidson_category_desc_18754
o-dang_davidson_22621,offensive,davidson_category_desc_18755
o-dang_davidson_22622,offensive,davidson_category_desc_18756
o-dang_davidson_22623,offensive,davidson_category_desc_18757
o-dang_davidson_22625,offensive,davidson_category_desc_18758
o-dang_davidson_22626,hate speech,davidson_category_desc_18759
o-dang_davidson_22627,offensive,davidson_category_desc_18760
o-dang_davidson_22628,offensive,davidson_category_desc_18761
o-dang_davidson_22629,offensive,davidson_category_desc_18762
o-dang_davidson_22630,offensive,davidson_category_desc_18763
o-dang_davidson_22631,offensive,davidson_category_desc_18764
o-dang_davidson_22632,offensive,davidson_category_desc_18765
o-dang_davidson_22633,offensive,davidson_category_desc_18766
o-dang_davidson_22634,offensive,davidson_category_desc_18767
o-dang_davidson_22635,offensive,davidson_category_desc_18768
o-dang_davidson_22636,offensive,davidson_category_desc_18769
o-dang_davidson_22637,offensive,davidson_category_desc_18770
o-dang_davidson_22638,offensive,davidson_category_desc_18771
o-dang_davidson_22640,offensive,davidson_category_desc_18772
o-dang_davidson_22641,offensive,davidson_category_desc_18773
o-dang_davidson_22642,hate speech,davidson_category_desc_18774
o-dang_davidson_22643,offensive,davidson_category_desc_18775
o-dang_davidson_22644,offensive,davidson_category_desc_18776
o-dang_davidson_22645,offensive,davidson_category_desc_18777
o-dang_davidson_22646,offensive,davidson_category_desc_18778
o-dang_davidson_22647,hate speech,davidson_category_desc_18779
o-dang_davidson_22648,offensive,davidson_category_desc_18780
o-dang_davidson_22649,hate speech,davidson_category_desc_18781
o-dang_davidson_22650,offensive,davidson_category_desc_18782
o-dang_davidson_22651,offensive,davidson_category_desc_18783
o-dang_davidson_22652,offensive,davidson_category_desc_18784
o-dang_davidson_22653,offensive,davidson_category_desc_18785
o-dang_davidson_22654,offensive,davidson_category_desc_18786
o-dang_davidson_22655,offensive,davidson_category_desc_18787
o-dang_davidson_22657,offensive,davidson_category_desc_18788
o-dang_davidson_22658,offensive,davidson_category_desc_18789
o-dang_davidson_22659,offensive,davidson_category_desc_18790
o-dang_davidson_22660,offensive,davidson_category_desc_18791
o-dang_davidson_22661,offensive,davidson_category_desc_18792
o-dang_davidson_22662,offensive,davidson_category_desc_18793
o-dang_davidson_22663,offensive,davidson_category_desc_18794
o-dang_davidson_22664,offensive,davidson_category_desc_18795
o-dang_davidson_22665,offensive,davidson_category_desc_18796
o-dang_davidson_22666,offensive,davidson_category_desc_18797
o-dang_davidson_22667,offensive,davidson_category_desc_18798
o-dang_davidson_22668,offensive,davidson_category_desc_18799
o-dang_davidson_22669,offensive,davidson_category_desc_18800
o-dang_davidson_22670,offensive,davidson_category_desc_18801
o-dang_davidson_22672,offensive,davidson_category_desc_18802
o-dang_davidson_22673,offensive,davidson_category_desc_18803
o-dang_davidson_22674,offensive,davidson_category_desc_18804
o-dang_davidson_22675,offensive,davidson_category_desc_18805
o-dang_davidson_22676,offensive,davidson_category_desc_18806
o-dang_davidson_22677,offensive,davidson_category_desc_18807
o-dang_davidson_22678,offensive,davidson_category_desc_18808
o-dang_davidson_22679,offensive,davidson_category_desc_18809
o-dang_davidson_22680,offensive,davidson_category_desc_18810
o-dang_davidson_22681,offensive,davidson_category_desc_18811
o-dang_davidson_22682,hate speech,davidson_category_desc_18812
o-dang_davidson_22683,offensive,davidson_category_desc_18813
o-dang_davidson_22684,offensive,davidson_category_desc_18814
o-dang_davidson_22686,offensive,davidson_category_desc_18815
o-dang_davidson_22687,offensive,davidson_category_desc_18816
o-dang_davidson_22688,offensive,davidson_category_desc_18817
o-dang_davidson_22689,offensive,davidson_category_desc_18818
o-dang_davidson_22690,offensive,davidson_category_desc_18819
o-dang_davidson_22691,offensive,davidson_category_desc_18820
o-dang_davidson_22692,offensive,davidson_category_desc_18821
o-dang_davidson_22694,offensive,davidson_category_desc_18822
o-dang_davidson_22696,offensive,davidson_category_desc_18823
o-dang_davidson_22697,offensive,davidson_category_desc_18824
o-dang_davidson_22698,offensive,davidson_category_desc_18825
o-dang_davidson_22699,offensive,davidson_category_desc_18826
o-dang_davidson_22700,offensive,davidson_category_desc_18827
o-dang_davidson_22701,offensive,davidson_category_desc_18828
o-dang_davidson_22702,offensive,davidson_category_desc_18829
o-dang_davidson_22703,offensive,davidson_category_desc_18830
o-dang_davidson_22704,offensive,davidson_category_desc_18831
o-dang_davidson_22705,offensive,davidson_category_desc_18832
o-dang_davidson_22706,offensive,davidson_category_desc_18833
o-dang_davidson_22707,offensive,davidson_category_desc_18834
o-dang_davidson_22708,offensive,davidson_category_desc_18835
o-dang_davidson_22709,offensive,davidson_category_desc_18836
o-dang_davidson_22710,offensive,davidson_category_desc_18837
o-dang_davidson_22711,hate speech,davidson_category_desc_18838
o-dang_davidson_22712,offensive,davidson_category_desc_18839
o-dang_davidson_22713,offensive,davidson_category_desc_18840
o-dang_davidson_22714,offensive,davidson_category_desc_18841
o-dang_davidson_22715,offensive,davidson_category_desc_18842
o-dang_davidson_22716,offensive,davidson_category_desc_18843
o-dang_davidson_22717,offensive,davidson_category_desc_18844
o-dang_davidson_22718,offensive,davidson_category_desc_18845
o-dang_davidson_22719,offensive,davidson_category_desc_18846
o-dang_davidson_22720,offensive,davidson_category_desc_18847
o-dang_davidson_22721,offensive,davidson_category_desc_18848
o-dang_davidson_22722,offensive,davidson_category_desc_18849
o-dang_davidson_22723,offensive,davidson_category_desc_18850
o-dang_davidson_22724,offensive,davidson_category_desc_18851
o-dang_davidson_22725,offensive,davidson_category_desc_18852
o-dang_davidson_22728,offensive,davidson_category_desc_18853
o-dang_davidson_22729,offensive,davidson_category_desc_18854
o-dang_davidson_22730,offensive,davidson_category_desc_18855
o-dang_davidson_22731,offensive,davidson_category_desc_18856
o-dang_davidson_22732,offensive,davidson_category_desc_18857
o-dang_davidson_22733,offensive,davidson_category_desc_18858
o-dang_davidson_22734,offensive,davidson_category_desc_18859
o-dang_davidson_22735,offensive,davidson_category_desc_18860
o-dang_davidson_22736,offensive,davidson_category_desc_18861
o-dang_davidson_22737,offensive,davidson_category_desc_18862
o-dang_davidson_22738,offensive,davidson_category_desc_18863
o-dang_davidson_22739,offensive,davidson_category_desc_18864
o-dang_davidson_22740,offensive,davidson_category_desc_18865
o-dang_davidson_22741,offensive,davidson_category_desc_18866
o-dang_davidson_22742,offensive,davidson_category_desc_18867
o-dang_davidson_22744,offensive,davidson_category_desc_18868
o-dang_davidson_22745,offensive,davidson_category_desc_18869
o-dang_davidson_22746,offensive,davidson_category_desc_18870
o-dang_davidson_22748,offensive,davidson_category_desc_18871
o-dang_davidson_22749,offensive,davidson_category_desc_18872
o-dang_davidson_22750,offensive,davidson_category_desc_18873
o-dang_davidson_22752,offensive,davidson_category_desc_18874
o-dang_davidson_22753,offensive,davidson_category_desc_18875
o-dang_davidson_22754,offensive,davidson_category_desc_18876
o-dang_davidson_22755,offensive,davidson_category_desc_18877
o-dang_davidson_22756,offensive,davidson_category_desc_18878
o-dang_davidson_22757,offensive,davidson_category_desc_18879
o-dang_davidson_22758,offensive,davidson_category_desc_18880
o-dang_davidson_22759,offensive,davidson_category_desc_18881
o-dang_davidson_22760,offensive,davidson_category_desc_18882
o-dang_davidson_22761,offensive,davidson_category_desc_18883
o-dang_davidson_22762,offensive,davidson_category_desc_18884
o-dang_davidson_22763,offensive,davidson_category_desc_18885
o-dang_davidson_22764,offensive,davidson_category_desc_18886
o-dang_davidson_22765,offensive,davidson_category_desc_18887
o-dang_davidson_22766,offensive,davidson_category_desc_18888
o-dang_davidson_22768,offensive,davidson_category_desc_18889
o-dang_davidson_22769,offensive,davidson_category_desc_18890
o-dang_davidson_22770,offensive,davidson_category_desc_18891
o-dang_davidson_22771,offensive,davidson_category_desc_18892
o-dang_davidson_22772,offensive,davidson_category_desc_18893
o-dang_davidson_22773,offensive,davidson_category_desc_18894
o-dang_davidson_22774,offensive,davidson_category_desc_18895
o-dang_davidson_22775,offensive,davidson_category_desc_18896
o-dang_davidson_22776,offensive,davidson_category_desc_18897
o-dang_davidson_22777,offensive,davidson_category_desc_18898
o-dang_davidson_22778,offensive,davidson_category_desc_18899
o-dang_davidson_22779,offensive,davidson_category_desc_18900
o-dang_davidson_22780,offensive,davidson_category_desc_18901
o-dang_davidson_22781,offensive,davidson_category_desc_18902
o-dang_davidson_22782,offensive,davidson_category_desc_18903
o-dang_davidson_22783,offensive,davidson_category_desc_18904
o-dang_davidson_22785,offensive,davidson_category_desc_18905
o-dang_davidson_22786,offensive,davidson_category_desc_18906
o-dang_davidson_22787,offensive,davidson_category_desc_18907
o-dang_davidson_22789,offensive,davidson_category_desc_18908
o-dang_davidson_22790,offensive,davidson_category_desc_18909
o-dang_davidson_22792,offensive,davidson_category_desc_18910
o-dang_davidson_22793,offensive,davidson_category_desc_18911
o-dang_davidson_22794,offensive,davidson_category_desc_18912
o-dang_davidson_22798,offensive,davidson_category_desc_18913
o-dang_davidson_22799,hate speech,davidson_category_desc_18914
o-dang_davidson_22801,offensive,davidson_category_desc_18915
o-dang_davidson_22802,offensive,davidson_category_desc_18916
o-dang_davidson_22803,hate speech,davidson_category_desc_18917
o-dang_davidson_22804,hate speech,davidson_category_desc_18918
o-dang_davidson_22805,offensive,davidson_category_desc_18919
o-dang_davidson_22806,offensive,davidson_category_desc_18920
o-dang_davidson_22807,offensive,davidson_category_desc_18921
o-dang_davidson_22808,offensive,davidson_category_desc_18922
o-dang_davidson_22810,offensive,davidson_category_desc_18923
o-dang_davidson_22813,offensive,davidson_category_desc_18924
o-dang_davidson_22814,hate speech,davidson_category_desc_18925
o-dang_davidson_22815,offensive,davidson_category_desc_18926
o-dang_davidson_22816,offensive,davidson_category_desc_18927
o-dang_davidson_22817,offensive,davidson_category_desc_18928
o-dang_davidson_22818,offensive,davidson_category_desc_18929
o-dang_davidson_22819,offensive,davidson_category_desc_18930
o-dang_davidson_22820,offensive,davidson_category_desc_18931
o-dang_davidson_22821,offensive,davidson_category_desc_18932
o-dang_davidson_22822,offensive,davidson_category_desc_18933
o-dang_davidson_22824,offensive,davidson_category_desc_18934
o-dang_davidson_22827,offensive,davidson_category_desc_18935
o-dang_davidson_22828,offensive,davidson_category_desc_18936
o-dang_davidson_22829,offensive,davidson_category_desc_18937
o-dang_davidson_22830,offensive,davidson_category_desc_18938
o-dang_davidson_22831,offensive,davidson_category_desc_18939
o-dang_davidson_22832,hate speech,davidson_category_desc_18940
o-dang_davidson_22833,offensive,davidson_category_desc_18941
o-dang_davidson_22836,offensive,davidson_category_desc_18942
o-dang_davidson_22840,offensive,davidson_category_desc_18943
o-dang_davidson_22841,offensive,davidson_category_desc_18944
o-dang_davidson_22842,offensive,davidson_category_desc_18945
o-dang_davidson_22845,offensive,davidson_category_desc_18946
o-dang_davidson_22846,offensive,davidson_category_desc_18947
o-dang_davidson_22847,offensive,davidson_category_desc_18948
o-dang_davidson_22848,offensive,davidson_category_desc_18949
o-dang_davidson_22850,hate speech,davidson_category_desc_18950
o-dang_davidson_22851,offensive,davidson_category_desc_18951
o-dang_davidson_22852,offensive,davidson_category_desc_18952
o-dang_davidson_22853,offensive,davidson_category_desc_18953
o-dang_davidson_22854,offensive,davidson_category_desc_18954
o-dang_davidson_22855,offensive,davidson_category_desc_18955
o-dang_davidson_22856,offensive,davidson_category_desc_18956
o-dang_davidson_22857,offensive,davidson_category_desc_18957
o-dang_davidson_22859,offensive,davidson_category_desc_18958
o-dang_davidson_22860,offensive,davidson_category_desc_18959
o-dang_davidson_22861,offensive,davidson_category_desc_18960
o-dang_davidson_22862,offensive,davidson_category_desc_18961
o-dang_davidson_22863,offensive,davidson_category_desc_18962
o-dang_davidson_22864,offensive,davidson_category_desc_18963
o-dang_davidson_22865,offensive,davidson_category_desc_18964
o-dang_davidson_22867,offensive,davidson_category_desc_18965
o-dang_davidson_22868,offensive,davidson_category_desc_18966
o-dang_davidson_22869,hate speech,davidson_category_desc_18967
o-dang_davidson_22870,offensive,davidson_category_desc_18968
o-dang_davidson_22871,offensive,davidson_category_desc_18969
o-dang_davidson_22872,offensive,davidson_category_desc_18970
o-dang_davidson_22874,offensive,davidson_category_desc_18971
o-dang_davidson_22875,offensive,davidson_category_desc_18972
o-dang_davidson_22877,offensive,davidson_category_desc_18973
o-dang_davidson_22878,hate speech,davidson_category_desc_18974
o-dang_davidson_22879,offensive,davidson_category_desc_18975
o-dang_davidson_22880,offensive,davidson_category_desc_18976
o-dang_davidson_22881,offensive,davidson_category_desc_18977
o-dang_davidson_22882,offensive,davidson_category_desc_18978
o-dang_davidson_22883,offensive,davidson_category_desc_18979
o-dang_davidson_22884,offensive,davidson_category_desc_18980
o-dang_davidson_22885,offensive,davidson_category_desc_18981
o-dang_davidson_22886,offensive,davidson_category_desc_18982
o-dang_davidson_22887,offensive,davidson_category_desc_18983
o-dang_davidson_22889,offensive,davidson_category_desc_18984
o-dang_davidson_22890,offensive,davidson_category_desc_18985
o-dang_davidson_22892,offensive,davidson_category_desc_18986
o-dang_davidson_22893,offensive,davidson_category_desc_18987
o-dang_davidson_22894,offensive,davidson_category_desc_18988
o-dang_davidson_22895,offensive,davidson_category_desc_18989
o-dang_davidson_22896,offensive,davidson_category_desc_18990
o-dang_davidson_22898,offensive,davidson_category_desc_18991
o-dang_davidson_22899,offensive,davidson_category_desc_18992
o-dang_davidson_22900,offensive,davidson_category_desc_18993
o-dang_davidson_22901,offensive,davidson_category_desc_18994
o-dang_davidson_22902,offensive,davidson_category_desc_18995
o-dang_davidson_22903,offensive,davidson_category_desc_18996
o-dang_davidson_22904,offensive,davidson_category_desc_18997
o-dang_davidson_22905,offensive,davidson_category_desc_18998
o-dang_davidson_22906,offensive,davidson_category_desc_18999
o-dang_davidson_22907,offensive,davidson_category_desc_19000
o-dang_davidson_22909,offensive,davidson_category_desc_19001
o-dang_davidson_22910,offensive,davidson_category_desc_19002
o-dang_davidson_22911,offensive,davidson_category_desc_19003
o-dang_davidson_22913,offensive,davidson_category_desc_19004
o-dang_davidson_22914,offensive,davidson_category_desc_19005
o-dang_davidson_22915,offensive,davidson_category_desc_19006
o-dang_davidson_22916,offensive,davidson_category_desc_19007
o-dang_davidson_22917,offensive,davidson_category_desc_19008
o-dang_davidson_22918,offensive,davidson_category_desc_19009
o-dang_davidson_22919,offensive,davidson_category_desc_19010
o-dang_davidson_22920,offensive,davidson_category_desc_19011
o-dang_davidson_22921,offensive,davidson_category_desc_19012
o-dang_davidson_22922,offensive,davidson_category_desc_19013
o-dang_davidson_22923,hate speech,davidson_category_desc_19014
o-dang_davidson_22924,offensive,davidson_category_desc_19015
o-dang_davidson_22926,offensive,davidson_category_desc_19016
o-dang_davidson_22929,offensive,davidson_category_desc_19017
o-dang_davidson_22930,offensive,davidson_category_desc_19018
o-dang_davidson_22931,offensive,davidson_category_desc_19019
o-dang_davidson_22932,offensive,davidson_category_desc_19020
o-dang_davidson_22933,offensive,davidson_category_desc_19021
o-dang_davidson_22934,offensive,davidson_category_desc_19022
o-dang_davidson_22935,offensive,davidson_category_desc_19023
o-dang_davidson_22936,offensive,davidson_category_desc_19024
o-dang_davidson_22937,offensive,davidson_category_desc_19025
o-dang_davidson_22938,offensive,davidson_category_desc_19026
o-dang_davidson_22939,hate speech,davidson_category_desc_19027
o-dang_davidson_22940,offensive,davidson_category_desc_19028
o-dang_davidson_22941,offensive,davidson_category_desc_19029
o-dang_davidson_22942,offensive,davidson_category_desc_19030
o-dang_davidson_22943,offensive,davidson_category_desc_19031
o-dang_davidson_22944,offensive,davidson_category_desc_19032
o-dang_davidson_22946,offensive,davidson_category_desc_19033
o-dang_davidson_22947,offensive,davidson_category_desc_19034
o-dang_davidson_22948,offensive,davidson_category_desc_19035
o-dang_davidson_22950,offensive,davidson_category_desc_19036
o-dang_davidson_22951,offensive,davidson_category_desc_19037
o-dang_davidson_22953,offensive,davidson_category_desc_19038
o-dang_davidson_22954,offensive,davidson_category_desc_19039
o-dang_davidson_22955,offensive,davidson_category_desc_19040
o-dang_davidson_22956,offensive,davidson_category_desc_19041
o-dang_davidson_22957,offensive,davidson_category_desc_19042
o-dang_davidson_22958,offensive,davidson_category_desc_19043
o-dang_davidson_22959,offensive,davidson_category_desc_19044
o-dang_davidson_22960,offensive,davidson_category_desc_19045
o-dang_davidson_22961,offensive,davidson_category_desc_19046
o-dang_davidson_22962,offensive,davidson_category_desc_19047
o-dang_davidson_22963,offensive,davidson_category_desc_19048
o-dang_davidson_22964,offensive,davidson_category_desc_19049
o-dang_davidson_22965,offensive,davidson_category_desc_19050
o-dang_davidson_22966,offensive,davidson_category_desc_19051
o-dang_davidson_22967,offensive,davidson_category_desc_19052
o-dang_davidson_22968,offensive,davidson_category_desc_19053
o-dang_davidson_22969,hate speech,davidson_category_desc_19054
o-dang_davidson_22971,offensive,davidson_category_desc_19055
o-dang_davidson_22973,offensive,davidson_category_desc_19056
o-dang_davidson_22974,offensive,davidson_category_desc_19057
o-dang_davidson_22976,offensive,davidson_category_desc_19058
o-dang_davidson_22977,offensive,davidson_category_desc_19059
o-dang_davidson_22978,offensive,davidson_category_desc_19060
o-dang_davidson_22979,offensive,davidson_category_desc_19061
o-dang_davidson_22980,offensive,davidson_category_desc_19062
o-dang_davidson_22981,offensive,davidson_category_desc_19063
o-dang_davidson_22982,offensive,davidson_category_desc_19064
o-dang_davidson_22983,offensive,davidson_category_desc_19065
o-dang_davidson_22985,offensive,davidson_category_desc_19066
o-dang_davidson_22986,hate speech,davidson_category_desc_19067
o-dang_davidson_22987,offensive,davidson_category_desc_19068
o-dang_davidson_22989,offensive,davidson_category_desc_19069
o-dang_davidson_22991,offensive,davidson_category_desc_19070
o-dang_davidson_22992,offensive,davidson_category_desc_19071
o-dang_davidson_22993,offensive,davidson_category_desc_19072
o-dang_davidson_22994,offensive,davidson_category_desc_19073
o-dang_davidson_22995,offensive,davidson_category_desc_19074
o-dang_davidson_22996,offensive,davidson_category_desc_19075
o-dang_davidson_22999,offensive,davidson_category_desc_19076
o-dang_davidson_23001,offensive,davidson_category_desc_19077
o-dang_davidson_23002,offensive,davidson_category_desc_19078
o-dang_davidson_23003,offensive,davidson_category_desc_19079
o-dang_davidson_23004,offensive,davidson_category_desc_19080
o-dang_davidson_23005,offensive,davidson_category_desc_19081
o-dang_davidson_23006,offensive,davidson_category_desc_19082
o-dang_davidson_23007,offensive,davidson_category_desc_19083
o-dang_davidson_23008,offensive,davidson_category_desc_19084
o-dang_davidson_23009,offensive,davidson_category_desc_19085
o-dang_davidson_23010,offensive,davidson_category_desc_19086
o-dang_davidson_23011,offensive,davidson_category_desc_19087
o-dang_davidson_23012,offensive,davidson_category_desc_19088
o-dang_davidson_23013,offensive,davidson_category_desc_19089
o-dang_davidson_23014,offensive,davidson_category_desc_19090
o-dang_davidson_23015,offensive,davidson_category_desc_19091
o-dang_davidson_23016,offensive,davidson_category_desc_19092
o-dang_davidson_23017,offensive,davidson_category_desc_19093
o-dang_davidson_23018,offensive,davidson_category_desc_19094
o-dang_davidson_23019,offensive,davidson_category_desc_19095
o-dang_davidson_23020,offensive,davidson_category_desc_19096
o-dang_davidson_23021,offensive,davidson_category_desc_19097
o-dang_davidson_23022,offensive,davidson_category_desc_19098
o-dang_davidson_23023,offensive,davidson_category_desc_19099
o-dang_davidson_23024,offensive,davidson_category_desc_19100
o-dang_davidson_23025,offensive,davidson_category_desc_19101
o-dang_davidson_23026,offensive,davidson_category_desc_19102
o-dang_davidson_23027,offensive,davidson_category_desc_19103
o-dang_davidson_23028,offensive,davidson_category_desc_19104
o-dang_davidson_23029,offensive,davidson_category_desc_19105
o-dang_davidson_23030,offensive,davidson_category_desc_19106
o-dang_davidson_23031,offensive,davidson_category_desc_19107
o-dang_davidson_23032,offensive,davidson_category_desc_19108
o-dang_davidson_23033,offensive,davidson_category_desc_19109
o-dang_davidson_23034,offensive,davidson_category_desc_19110
o-dang_davidson_23035,offensive,davidson_category_desc_19111
o-dang_davidson_23036,offensive,davidson_category_desc_19112
o-dang_davidson_23037,offensive,davidson_category_desc_19113
o-dang_davidson_23038,offensive,davidson_category_desc_19114
o-dang_davidson_23039,hate speech,davidson_category_desc_19115
o-dang_davidson_23040,offensive,davidson_category_desc_19116
o-dang_davidson_23041,offensive,davidson_category_desc_19117
o-dang_davidson_23042,offensive,davidson_category_desc_19118
o-dang_davidson_23043,offensive,davidson_category_desc_19119
o-dang_davidson_23044,offensive,davidson_category_desc_19120
o-dang_davidson_23045,offensive,davidson_category_desc_19121
o-dang_davidson_23046,offensive,davidson_category_desc_19122
o-dang_davidson_23047,offensive,davidson_category_desc_19123
o-dang_davidson_23051,offensive,davidson_category_desc_19124
o-dang_davidson_23052,offensive,davidson_category_desc_19125
o-dang_davidson_23053,offensive,davidson_category_desc_19126
o-dang_davidson_23054,offensive,davidson_category_desc_19127
o-dang_davidson_23055,offensive,davidson_category_desc_19128
o-dang_davidson_23057,offensive,davidson_category_desc_19129
o-dang_davidson_23058,offensive,davidson_category_desc_19130
o-dang_davidson_23059,offensive,davidson_category_desc_19131
o-dang_davidson_23060,offensive,davidson_category_desc_19132
o-dang_davidson_23061,offensive,davidson_category_desc_19133
o-dang_davidson_23062,offensive,davidson_category_desc_19134
o-dang_davidson_23063,offensive,davidson_category_desc_19135
o-dang_davidson_23064,offensive,davidson_category_desc_19136
o-dang_davidson_23065,offensive,davidson_category_desc_19137
o-dang_davidson_23066,offensive,davidson_category_desc_19138
o-dang_davidson_23067,offensive,davidson_category_desc_19139
o-dang_davidson_23068,offensive,davidson_category_desc_19140
o-dang_davidson_23069,offensive,davidson_category_desc_19141
o-dang_davidson_23070,offensive,davidson_category_desc_19142
o-dang_davidson_23072,offensive,davidson_category_desc_19143
o-dang_davidson_23073,offensive,davidson_category_desc_19144
o-dang_davidson_23074,offensive,davidson_category_desc_19145
o-dang_davidson_23075,offensive,davidson_category_desc_19146
o-dang_davidson_23076,offensive,davidson_category_desc_19147
o-dang_davidson_23077,offensive,davidson_category_desc_19148
o-dang_davidson_23078,offensive,davidson_category_desc_19149
o-dang_davidson_23079,offensive,davidson_category_desc_19150
o-dang_davidson_23080,offensive,davidson_category_desc_19151
o-dang_davidson_23081,offensive,davidson_category_desc_19152
o-dang_davidson_23082,offensive,davidson_category_desc_19153
o-dang_davidson_23083,offensive,davidson_category_desc_19154
o-dang_davidson_23084,offensive,davidson_category_desc_19155
o-dang_davidson_23085,offensive,davidson_category_desc_19156
o-dang_davidson_23086,offensive,davidson_category_desc_19157
o-dang_davidson_23087,offensive,davidson_category_desc_19158
o-dang_davidson_23088,offensive,davidson_category_desc_19159
o-dang_davidson_23090,offensive,davidson_category_desc_19160
o-dang_davidson_23091,offensive,davidson_category_desc_19161
o-dang_davidson_23092,offensive,davidson_category_desc_19162
o-dang_davidson_23093,offensive,davidson_category_desc_19163
o-dang_davidson_23094,offensive,davidson_category_desc_19164
o-dang_davidson_23095,offensive,davidson_category_desc_19165
o-dang_davidson_23105,offensive,davidson_category_desc_19166
o-dang_davidson_23106,offensive,davidson_category_desc_19167
o-dang_davidson_23107,offensive,davidson_category_desc_19168
o-dang_davidson_23108,offensive,davidson_category_desc_19169
o-dang_davidson_23110,offensive,davidson_category_desc_19170
o-dang_davidson_23111,offensive,davidson_category_desc_19171
o-dang_davidson_23112,offensive,davidson_category_desc_19172
o-dang_davidson_23113,offensive,davidson_category_desc_19173
o-dang_davidson_23114,offensive,davidson_category_desc_19174
o-dang_davidson_23115,offensive,davidson_category_desc_19175
o-dang_davidson_23116,hate speech,davidson_category_desc_19176
o-dang_davidson_23117,offensive,davidson_category_desc_19177
o-dang_davidson_23119,offensive,davidson_category_desc_19178
o-dang_davidson_23120,offensive,davidson_category_desc_19179
o-dang_davidson_23121,offensive,davidson_category_desc_19180
o-dang_davidson_23122,offensive,davidson_category_desc_19181
o-dang_davidson_23123,offensive,davidson_category_desc_19182
o-dang_davidson_23124,offensive,davidson_category_desc_19183
o-dang_davidson_23125,offensive,davidson_category_desc_19184
o-dang_davidson_23126,offensive,davidson_category_desc_19185
o-dang_davidson_23127,offensive,davidson_category_desc_19186
o-dang_davidson_23128,offensive,davidson_category_desc_19187
o-dang_davidson_23129,offensive,davidson_category_desc_19188
o-dang_davidson_23130,offensive,davidson_category_desc_19189
o-dang_davidson_23131,offensive,davidson_category_desc_19190
o-dang_davidson_23132,offensive,davidson_category_desc_19191
o-dang_davidson_23133,offensive,davidson_category_desc_19192
o-dang_davidson_23134,offensive,davidson_category_desc_19193
o-dang_davidson_23135,offensive,davidson_category_desc_19194
o-dang_davidson_23136,offensive,davidson_category_desc_19195
o-dang_davidson_23138,offensive,davidson_category_desc_19196
o-dang_davidson_23140,offensive,davidson_category_desc_19197
o-dang_davidson_23142,offensive,davidson_category_desc_19198
o-dang_davidson_23143,offensive,davidson_category_desc_19199
o-dang_davidson_23144,offensive,davidson_category_desc_19200
o-dang_davidson_23145,offensive,davidson_category_desc_19201
o-dang_davidson_23146,offensive,davidson_category_desc_19202
o-dang_davidson_23147,offensive,davidson_category_desc_19203
o-dang_davidson_23148,offensive,davidson_category_desc_19204
o-dang_davidson_23150,offensive,davidson_category_desc_19205
o-dang_davidson_23151,offensive,davidson_category_desc_19206
o-dang_davidson_23152,offensive,davidson_category_desc_19207
o-dang_davidson_23154,offensive,davidson_category_desc_19208
o-dang_davidson_23156,offensive,davidson_category_desc_19209
o-dang_davidson_23157,offensive,davidson_category_desc_19210
o-dang_davidson_23158,offensive,davidson_category_desc_19211
o-dang_davidson_23159,offensive,davidson_category_desc_19212
o-dang_davidson_23160,offensive,davidson_category_desc_19213
o-dang_davidson_23161,offensive,davidson_category_desc_19214
o-dang_davidson_23162,offensive,davidson_category_desc_19215
o-dang_davidson_23163,offensive,davidson_category_desc_19216
o-dang_davidson_23164,offensive,davidson_category_desc_19217
o-dang_davidson_23166,offensive,davidson_category_desc_19218
o-dang_davidson_23167,offensive,davidson_category_desc_19219
o-dang_davidson_23169,offensive,davidson_category_desc_19220
o-dang_davidson_23170,offensive,davidson_category_desc_19221
