_id,category,description
o-dang_ami_1632,discredit,ami_category_desc_1632
o-dang_ami_1633,discredit,ami_category_desc_1633
o-dang_ami_1634,discredit,ami_category_desc_1634
o-dang_ami_1635,discredit,ami_category_desc_1635
o-dang_ami_1636,discredit,ami_category_desc_1636
o-dang_ami_1637,discredit,ami_category_desc_1637
o-dang_ami_1638,discredit,ami_category_desc_1638
o-dang_ami_1639,discredit,ami_category_desc_1639
o-dang_ami_1640,discredit,ami_category_desc_1640
o-dang_ami_1641,discredit,ami_category_desc_1641
o-dang_ami_1642,derailing,ami_category_desc_1642
o-dang_ami_1643,discredit,ami_category_desc_1643
o-dang_ami_1644,discredit,ami_category_desc_1644
o-dang_ami_1645,sexual_harassment,ami_category_desc_1645
o-dang_ami_1646,stereotype,ami_category_desc_1646
o-dang_ami_1647,discredit,ami_category_desc_1647
o-dang_ami_1648,discredit,ami_category_desc_1648
o-dang_ami_1649,discredit,ami_category_desc_1649
o-dang_ami_1650,stereotype,ami_category_desc_1650
o-dang_ami_1651,sexual_harassment,ami_category_desc_1651
o-dang_ami_1652,discredit,ami_category_desc_1652
o-dang_ami_1653,discredit,ami_category_desc_1653
o-dang_ami_1654,dominance,ami_category_desc_1654
o-dang_ami_1655,discredit,ami_category_desc_1655
o-dang_ami_1656,discredit,ami_category_desc_1656
o-dang_ami_1657,discredit,ami_category_desc_1657
o-dang_ami_1658,discredit,ami_category_desc_1658
o-dang_ami_1659,discredit,ami_category_desc_1659
o-dang_ami_1660,discredit,ami_category_desc_1660
o-dang_ami_1661,sexual_harassment,ami_category_desc_1661
o-dang_ami_1662,discredit,ami_category_desc_1662
o-dang_ami_1663,sexual_harassment,ami_category_desc_1663
o-dang_ami_1664,discredit,ami_category_desc_1664
o-dang_ami_1665,stereotype,ami_category_desc_1665
o-dang_ami_1666,dominance,ami_category_desc_1666
o-dang_ami_1667,stereotype,ami_category_desc_1667
o-dang_ami_1668,discredit,ami_category_desc_1668
o-dang_ami_1669,stereotype,ami_category_desc_1669
o-dang_ami_1670,discredit,ami_category_desc_1670
o-dang_ami_1671,stereotype,ami_category_desc_1671
o-dang_ami_1672,discredit,ami_category_desc_1672
o-dang_ami_1673,discredit,ami_category_desc_1673
o-dang_ami_1674,discredit,ami_category_desc_1674
o-dang_ami_1675,discredit,ami_category_desc_1675
o-dang_ami_1676,discredit,ami_category_desc_1676
o-dang_ami_1677,stereotype,ami_category_desc_1677
o-dang_ami_1678,discredit,ami_category_desc_1678
o-dang_ami_1679,discredit,ami_category_desc_1679
o-dang_ami_1680,derailing,ami_category_desc_1680
o-dang_ami_1681,stereotype,ami_category_desc_1681
o-dang_ami_1682,discredit,ami_category_desc_1682
o-dang_ami_1683,discredit,ami_category_desc_1683
o-dang_ami_1684,sexual_harassment,ami_category_desc_1684
o-dang_ami_1685,discredit,ami_category_desc_1685
o-dang_ami_1686,sexual_harassment,ami_category_desc_1686
o-dang_ami_1687,sexual_harassment,ami_category_desc_1687
o-dang_ami_1688,discredit,ami_category_desc_1688
o-dang_ami_1689,sexual_harassment,ami_category_desc_1689
o-dang_ami_1690,dominance,ami_category_desc_1690
o-dang_ami_1691,discredit,ami_category_desc_1691
o-dang_ami_1692,sexual_harassment,ami_category_desc_1692
o-dang_ami_1693,discredit,ami_category_desc_1693
o-dang_ami_1694,discredit,ami_category_desc_1694
o-dang_ami_1695,discredit,ami_category_desc_1695
o-dang_ami_1696,sexual_harassment,ami_category_desc_1696
o-dang_ami_1697,dominance,ami_category_desc_1697
o-dang_ami_1698,sexual_harassment,ami_category_desc_1698
o-dang_ami_1699,discredit,ami_category_desc_1699
o-dang_ami_1700,discredit,ami_category_desc_1700
o-dang_ami_1701,discredit,ami_category_desc_1701
o-dang_ami_1702,sexual_harassment,ami_category_desc_1702
o-dang_ami_1703,discredit,ami_category_desc_1703
o-dang_ami_1704,discredit,ami_category_desc_1704
o-dang_ami_1705,discredit,ami_category_desc_1705
o-dang_ami_1706,discredit,ami_category_desc_1706
o-dang_ami_1707,sexual_harassment,ami_category_desc_1707
o-dang_ami_1708,discredit,ami_category_desc_1708
o-dang_ami_1709,discredit,ami_category_desc_1709
o-dang_ami_1710,discredit,ami_category_desc_1710
o-dang_ami_1711,discredit,ami_category_desc_1711
o-dang_ami_1712,discredit,ami_category_desc_1712
o-dang_ami_1713,dominance,ami_category_desc_1713
o-dang_ami_1714,discredit,ami_category_desc_1714
o-dang_ami_1715,stereotype,ami_category_desc_1715
o-dang_ami_1716,discredit,ami_category_desc_1716
o-dang_ami_1717,discredit,ami_category_desc_1717
o-dang_ami_1718,discredit,ami_category_desc_1718
o-dang_ami_1719,discredit,ami_category_desc_1719
o-dang_ami_1720,discredit,ami_category_desc_1720
o-dang_ami_1721,discredit,ami_category_desc_1721
o-dang_ami_1722,discredit,ami_category_desc_1722
o-dang_ami_1723,discredit,ami_category_desc_1723
o-dang_ami_1724,discredit,ami_category_desc_1724
o-dang_ami_1725,discredit,ami_category_desc_1725
o-dang_ami_1726,discredit,ami_category_desc_1726
o-dang_ami_1727,discredit,ami_category_desc_1727
o-dang_ami_1728,sexual_harassment,ami_category_desc_1728
o-dang_ami_1729,discredit,ami_category_desc_1729
o-dang_ami_1730,discredit,ami_category_desc_1730
o-dang_ami_1731,sexual_harassment,ami_category_desc_1731
o-dang_ami_1732,sexual_harassment,ami_category_desc_1732
o-dang_ami_1733,stereotype,ami_category_desc_1733
o-dang_ami_1734,dominance,ami_category_desc_1734
o-dang_ami_1735,discredit,ami_category_desc_1735
o-dang_ami_1736,dominance,ami_category_desc_1736
o-dang_ami_1737,discredit,ami_category_desc_1737
o-dang_ami_1738,discredit,ami_category_desc_1738
o-dang_ami_1739,discredit,ami_category_desc_1739
o-dang_ami_1740,discredit,ami_category_desc_1740
o-dang_ami_1741,stereotype,ami_category_desc_1741
o-dang_ami_1742,stereotype,ami_category_desc_1742
o-dang_ami_1743,discredit,ami_category_desc_1743
o-dang_ami_1744,dominance,ami_category_desc_1744
o-dang_ami_1745,discredit,ami_category_desc_1745
o-dang_ami_1746,discredit,ami_category_desc_1746
o-dang_ami_1747,discredit,ami_category_desc_1747
o-dang_ami_1748,sexual_harassment,ami_category_desc_1748
o-dang_ami_1749,discredit,ami_category_desc_1749
o-dang_ami_1750,discredit,ami_category_desc_1750
o-dang_ami_1751,stereotype,ami_category_desc_1751
o-dang_ami_1752,discredit,ami_category_desc_1752
o-dang_ami_1753,discredit,ami_category_desc_1753
o-dang_ami_1754,discredit,ami_category_desc_1754
o-dang_ami_1755,discredit,ami_category_desc_1755
o-dang_ami_1756,stereotype,ami_category_desc_1756
o-dang_ami_1757,discredit,ami_category_desc_1757
o-dang_ami_1758,sexual_harassment,ami_category_desc_1758
o-dang_ami_3931,discredit,ami_category_desc_1759
o-dang_ami_3932,discredit,ami_category_desc_1760
o-dang_ami_3933,discredit,ami_category_desc_1761
o-dang_ami_3934,discredit,ami_category_desc_1762
o-dang_ami_3935,discredit,ami_category_desc_1763
o-dang_ami_3936,discredit,ami_category_desc_1764
o-dang_ami_3937,discredit,ami_category_desc_1765
o-dang_ami_3938,discredit,ami_category_desc_1766
o-dang_ami_3939,discredit,ami_category_desc_1767
o-dang_ami_3940,discredit,ami_category_desc_1768
o-dang_ami_3941,discredit,ami_category_desc_1769
o-dang_ami_3942,discredit,ami_category_desc_1770
o-dang_ami_3943,discredit,ami_category_desc_1771
o-dang_ami_3944,discredit,ami_category_desc_1772
o-dang_ami_3945,discredit,ami_category_desc_1773
o-dang_ami_3946,discredit,ami_category_desc_1774
o-dang_ami_3947,discredit,ami_category_desc_1775
o-dang_ami_3948,discredit,ami_category_desc_1776
o-dang_ami_3949,discredit,ami_category_desc_1777
o-dang_ami_3950,discredit,ami_category_desc_1778
o-dang_ami_3951,discredit,ami_category_desc_1779
o-dang_ami_3952,discredit,ami_category_desc_1780
o-dang_ami_3953,discredit,ami_category_desc_1781
o-dang_ami_3954,discredit,ami_category_desc_1782
o-dang_ami_3955,discredit,ami_category_desc_1783
o-dang_ami_3956,discredit,ami_category_desc_1784
o-dang_ami_4002,discredit,ami_category_desc_1785
o-dang_ami_4008,discredit,ami_category_desc_1786
o-dang_ami_4010,dominance,ami_category_desc_1787
o-dang_ami_4011,dominance,ami_category_desc_1788
o-dang_ami_4012,stereotype,ami_category_desc_1789
o-dang_ami_4013,dominance,ami_category_desc_1790
o-dang_ami_4014,dominance,ami_category_desc_1791
o-dang_ami_4015,stereotype,ami_category_desc_1792
o-dang_ami_4016,stereotype,ami_category_desc_1793
o-dang_ami_4018,dominance,ami_category_desc_1794
o-dang_ami_4021,dominance,ami_category_desc_1795
o-dang_ami_4025,dominance,ami_category_desc_1796
o-dang_ami_4026,stereotype,ami_category_desc_1797
o-dang_ami_4027,stereotype,ami_category_desc_1798
o-dang_ami_4032,dominance,ami_category_desc_1799
o-dang_ami_4035,stereotype,ami_category_desc_1800
o-dang_ami_4036,discredit,ami_category_desc_1801
o-dang_ami_4038,dominance,ami_category_desc_1802
o-dang_ami_4039,dominance,ami_category_desc_1803
o-dang_ami_4040,discredit,ami_category_desc_1804
o-dang_ami_4042,discredit,ami_category_desc_1805
o-dang_ami_4043,discredit,ami_category_desc_1806
o-dang_ami_4045,discredit,ami_category_desc_1807
o-dang_ami_4046,stereotype,ami_category_desc_1808
o-dang_ami_4047,sexual_harassment,ami_category_desc_1809
o-dang_ami_4048,stereotype,ami_category_desc_1810
o-dang_ami_4049,discredit,ami_category_desc_1811
o-dang_ami_4051,stereotype,ami_category_desc_1812
o-dang_ami_4053,sexual_harassment,ami_category_desc_1813
o-dang_ami_4054,discredit,ami_category_desc_1814
o-dang_ami_4055,discredit,ami_category_desc_1815
o-dang_ami_4056,discredit,ami_category_desc_1816
o-dang_ami_4057,discredit,ami_category_desc_1817
o-dang_ami_4058,stereotype,ami_category_desc_1818
o-dang_ami_4059,discredit,ami_category_desc_1819
o-dang_ami_4060,discredit,ami_category_desc_1820
o-dang_ami_4063,discredit,ami_category_desc_1821
o-dang_ami_4065,discredit,ami_category_desc_1822
o-dang_ami_4066,discredit,ami_category_desc_1823
o-dang_ami_4067,sexual_harassment,ami_category_desc_1824
o-dang_ami_4070,dominance,ami_category_desc_1825
o-dang_ami_4076,dominance,ami_category_desc_1826
o-dang_ami_4077,stereotype,ami_category_desc_1827
o-dang_ami_4078,discredit,ami_category_desc_1828
o-dang_ami_4081,dominance,ami_category_desc_1829
o-dang_ami_4083,dominance,ami_category_desc_1830
o-dang_ami_4084,discredit,ami_category_desc_1831
o-dang_ami_4085,discredit,ami_category_desc_1832
o-dang_ami_4087,sexual_harassment,ami_category_desc_1833
o-dang_ami_4089,sexual_harassment,ami_category_desc_1834
o-dang_ami_4090,sexual_harassment,ami_category_desc_1835
o-dang_ami_4091,derailing,ami_category_desc_1836
o-dang_ami_4093,stereotype,ami_category_desc_1837
o-dang_ami_4094,dominance,ami_category_desc_1838
o-dang_ami_4100,discredit,ami_category_desc_1839
o-dang_ami_4101,discredit,ami_category_desc_1840
o-dang_ami_4103,discredit,ami_category_desc_1841
o-dang_ami_4106,discredit,ami_category_desc_1842
o-dang_ami_4107,derailing,ami_category_desc_1843
o-dang_ami_4108,dominance,ami_category_desc_1844
o-dang_ami_4113,dominance,ami_category_desc_1845
o-dang_ami_4117,discredit,ami_category_desc_1846
o-dang_ami_4118,stereotype,ami_category_desc_1847
o-dang_ami_4119,discredit,ami_category_desc_1848
o-dang_ami_4120,stereotype,ami_category_desc_1849
o-dang_ami_4121,discredit,ami_category_desc_1850
o-dang_ami_4122,sexual_harassment,ami_category_desc_1851
o-dang_ami_4123,stereotype,ami_category_desc_1852
o-dang_ami_4124,stereotype,ami_category_desc_1853
o-dang_ami_4127,sexual_harassment,ami_category_desc_1854
o-dang_ami_4130,stereotype,ami_category_desc_1855
o-dang_ami_4133,dominance,ami_category_desc_1856
o-dang_ami_4134,stereotype,ami_category_desc_1857
o-dang_ami_4135,dominance,ami_category_desc_1858
o-dang_ami_4138,dominance,ami_category_desc_1859
o-dang_ami_4140,stereotype,ami_category_desc_1860
o-dang_ami_4141,sexual_harassment,ami_category_desc_1861
o-dang_ami_4142,discredit,ami_category_desc_1862
o-dang_ami_4143,discredit,ami_category_desc_1863
o-dang_ami_4146,discredit,ami_category_desc_1864
o-dang_ami_4147,dominance,ami_category_desc_1865
o-dang_ami_4150,discredit,ami_category_desc_1866
o-dang_ami_4154,sexual_harassment,ami_category_desc_1867
o-dang_ami_4155,dominance,ami_category_desc_1868
o-dang_ami_4156,dominance,ami_category_desc_1869
o-dang_ami_4157,sexual_harassment,ami_category_desc_1870
o-dang_ami_4160,dominance,ami_category_desc_1871
o-dang_ami_4161,stereotype,ami_category_desc_1872
o-dang_ami_4163,derailing,ami_category_desc_1873
o-dang_ami_4164,discredit,ami_category_desc_1874
o-dang_ami_4167,discredit,ami_category_desc_1875
o-dang_ami_4168,stereotype,ami_category_desc_1876
o-dang_ami_4171,sexual_harassment,ami_category_desc_1877
o-dang_ami_4173,stereotype,ami_category_desc_1878
o-dang_ami_4174,discredit,ami_category_desc_1879
o-dang_ami_4175,stereotype,ami_category_desc_1880
o-dang_ami_4177,discredit,ami_category_desc_1881
o-dang_ami_4181,discredit,ami_category_desc_1882
o-dang_ami_4186,discredit,ami_category_desc_1883
o-dang_ami_4188,stereotype,ami_category_desc_1884
o-dang_ami_4191,dominance,ami_category_desc_1885
o-dang_ami_4193,dominance,ami_category_desc_1886
o-dang_ami_4195,discredit,ami_category_desc_1887
o-dang_ami_4202,stereotype,ami_category_desc_1888
o-dang_ami_4203,discredit,ami_category_desc_1889
o-dang_ami_4207,stereotype,ami_category_desc_1890
o-dang_ami_4208,discredit,ami_category_desc_1891
o-dang_ami_4210,stereotype,ami_category_desc_1892
o-dang_ami_4214,dominance,ami_category_desc_1893
o-dang_ami_4216,stereotype,ami_category_desc_1894
o-dang_ami_4217,discredit,ami_category_desc_1895
o-dang_ami_4218,sexual_harassment,ami_category_desc_1896
o-dang_ami_4220,sexual_harassment,ami_category_desc_1897
o-dang_ami_4225,dominance,ami_category_desc_1898
o-dang_ami_4226,dominance,ami_category_desc_1899
o-dang_ami_4227,stereotype,ami_category_desc_1900
o-dang_ami_4229,discredit,ami_category_desc_1901
o-dang_ami_4231,discredit,ami_category_desc_1902
o-dang_ami_4233,dominance,ami_category_desc_1903
o-dang_ami_4234,sexual_harassment,ami_category_desc_1904
o-dang_ami_4235,dominance,ami_category_desc_1905
o-dang_ami_4238,sexual_harassment,ami_category_desc_1906
o-dang_ami_4241,stereotype,ami_category_desc_1907
o-dang_ami_4246,stereotype,ami_category_desc_1908
o-dang_ami_4249,stereotype,ami_category_desc_1909
o-dang_ami_4252,discredit,ami_category_desc_1910
o-dang_ami_4253,discredit,ami_category_desc_1911
o-dang_ami_4255,discredit,ami_category_desc_1912
o-dang_ami_4256,stereotype,ami_category_desc_1913
o-dang_ami_4257,discredit,ami_category_desc_1914
o-dang_ami_4260,sexual_harassment,ami_category_desc_1915
o-dang_ami_4262,sexual_harassment,ami_category_desc_1916
o-dang_ami_4263,discredit,ami_category_desc_1917
o-dang_ami_4264,discredit,ami_category_desc_1918
o-dang_ami_4265,stereotype,ami_category_desc_1919
o-dang_ami_4274,dominance,ami_category_desc_1920
o-dang_ami_4276,stereotype,ami_category_desc_1921
o-dang_ami_4277,stereotype,ami_category_desc_1922
o-dang_ami_4279,stereotype,ami_category_desc_1923
o-dang_ami_4283,stereotype,ami_category_desc_1924
o-dang_ami_4284,stereotype,ami_category_desc_1925
o-dang_ami_4285,dominance,ami_category_desc_1926
o-dang_ami_4287,stereotype,ami_category_desc_1927
o-dang_ami_4289,stereotype,ami_category_desc_1928
o-dang_ami_4292,sexual_harassment,ami_category_desc_1929
o-dang_ami_4294,discredit,ami_category_desc_1930
o-dang_ami_4296,stereotype,ami_category_desc_1931
o-dang_ami_4297,stereotype,ami_category_desc_1932
o-dang_ami_4298,stereotype,ami_category_desc_1933
o-dang_ami_4300,dominance,ami_category_desc_1934
o-dang_ami_4302,stereotype,ami_category_desc_1935
o-dang_ami_4303,stereotype,ami_category_desc_1936
o-dang_ami_4304,discredit,ami_category_desc_1937
o-dang_ami_4309,stereotype,ami_category_desc_1938
o-dang_ami_4310,discredit,ami_category_desc_1939
o-dang_ami_4311,discredit,ami_category_desc_1940
o-dang_ami_4313,dominance,ami_category_desc_1941
o-dang_ami_4314,discredit,ami_category_desc_1942
o-dang_ami_4316,discredit,ami_category_desc_1943
o-dang_ami_4317,stereotype,ami_category_desc_1944
o-dang_ami_4319,dominance,ami_category_desc_1945
o-dang_ami_4322,stereotype,ami_category_desc_1946
o-dang_ami_4324,stereotype,ami_category_desc_1947
o-dang_ami_4328,stereotype,ami_category_desc_1948
o-dang_ami_4329,stereotype,ami_category_desc_1949
o-dang_ami_4331,dominance,ami_category_desc_1950
o-dang_ami_4333,stereotype,ami_category_desc_1951
o-dang_ami_4334,derailing,ami_category_desc_1952
o-dang_ami_4336,derailing,ami_category_desc_1953
o-dang_ami_4337,discredit,ami_category_desc_1954
o-dang_ami_4338,dominance,ami_category_desc_1955
o-dang_ami_4342,stereotype,ami_category_desc_1956
o-dang_ami_4345,stereotype,ami_category_desc_1957
o-dang_ami_4347,discredit,ami_category_desc_1958
o-dang_ami_4348,stereotype,ami_category_desc_1959
o-dang_ami_4350,dominance,ami_category_desc_1960
o-dang_ami_4353,dominance,ami_category_desc_1961
o-dang_ami_4354,dominance,ami_category_desc_1962
o-dang_ami_4355,sexual_harassment,ami_category_desc_1963
o-dang_ami_4356,dominance,ami_category_desc_1964
o-dang_ami_4357,dominance,ami_category_desc_1965
o-dang_ami_4359,discredit,ami_category_desc_1966
o-dang_ami_4360,derailing,ami_category_desc_1967
o-dang_ami_4361,discredit,ami_category_desc_1968
o-dang_ami_4364,stereotype,ami_category_desc_1969
o-dang_ami_4369,discredit,ami_category_desc_1970
o-dang_ami_4374,discredit,ami_category_desc_1971
o-dang_ami_4376,stereotype,ami_category_desc_1972
o-dang_ami_4377,dominance,ami_category_desc_1973
o-dang_ami_4379,stereotype,ami_category_desc_1974
o-dang_ami_4381,dominance,ami_category_desc_1975
o-dang_ami_4385,discredit,ami_category_desc_1976
o-dang_ami_4387,discredit,ami_category_desc_1977
o-dang_ami_4389,discredit,ami_category_desc_1978
o-dang_ami_4392,dominance,ami_category_desc_1979
o-dang_ami_4393,discredit,ami_category_desc_1980
o-dang_ami_4394,discredit,ami_category_desc_1981
o-dang_ami_4396,sexual_harassment,ami_category_desc_1982
o-dang_ami_4397,stereotype,ami_category_desc_1983
o-dang_ami_4399,dominance,ami_category_desc_1984
o-dang_ami_4402,sexual_harassment,ami_category_desc_1985
o-dang_ami_4404,discredit,ami_category_desc_1986
o-dang_ami_4405,stereotype,ami_category_desc_1987
o-dang_ami_4406,sexual_harassment,ami_category_desc_1988
o-dang_ami_4409,discredit,ami_category_desc_1989
o-dang_ami_4411,dominance,ami_category_desc_1990
o-dang_ami_4414,discredit,ami_category_desc_1991
o-dang_ami_4415,dominance,ami_category_desc_1992
o-dang_ami_4416,discredit,ami_category_desc_1993
o-dang_ami_4418,stereotype,ami_category_desc_1994
o-dang_ami_4419,discredit,ami_category_desc_1995
o-dang_ami_4420,stereotype,ami_category_desc_1996
o-dang_ami_4422,dominance,ami_category_desc_1997
o-dang_ami_4429,sexual_harassment,ami_category_desc_1998
o-dang_ami_4431,discredit,ami_category_desc_1999
o-dang_ami_4435,discredit,ami_category_desc_2000
o-dang_ami_4436,stereotype,ami_category_desc_2001
o-dang_ami_4438,dominance,ami_category_desc_2002
o-dang_ami_4440,discredit,ami_category_desc_2003
o-dang_ami_4441,discredit,ami_category_desc_2004
o-dang_ami_4446,dominance,ami_category_desc_2005
o-dang_ami_4448,dominance,ami_category_desc_2006
o-dang_ami_4451,dominance,ami_category_desc_2007
o-dang_ami_4453,dominance,ami_category_desc_2008
o-dang_ami_4455,stereotype,ami_category_desc_2009
o-dang_ami_4458,discredit,ami_category_desc_2010
o-dang_ami_4461,stereotype,ami_category_desc_2011
o-dang_ami_4462,dominance,ami_category_desc_2012
o-dang_ami_4463,discredit,ami_category_desc_2013
o-dang_ami_4476,stereotype,ami_category_desc_2014
o-dang_ami_4477,derailing,ami_category_desc_2015
o-dang_ami_4478,discredit,ami_category_desc_2016
o-dang_ami_4480,discredit,ami_category_desc_2017
o-dang_ami_4482,discredit,ami_category_desc_2018
o-dang_ami_4483,discredit,ami_category_desc_2019
o-dang_ami_4484,stereotype,ami_category_desc_2020
o-dang_ami_4486,sexual_harassment,ami_category_desc_2021
o-dang_ami_4491,stereotype,ami_category_desc_2022
o-dang_ami_4492,discredit,ami_category_desc_2023
o-dang_ami_4495,stereotype,ami_category_desc_2024
o-dang_ami_4501,stereotype,ami_category_desc_2025
o-dang_ami_4502,stereotype,ami_category_desc_2026
o-dang_ami_4506,discredit,ami_category_desc_2027
o-dang_ami_4509,stereotype,ami_category_desc_2028
o-dang_ami_4510,sexual_harassment,ami_category_desc_2029
o-dang_ami_4511,stereotype,ami_category_desc_2030
o-dang_ami_4514,dominance,ami_category_desc_2031
o-dang_ami_4515,dominance,ami_category_desc_2032
o-dang_ami_4516,dominance,ami_category_desc_2033
o-dang_ami_4519,stereotype,ami_category_desc_2034
o-dang_ami_4520,dominance,ami_category_desc_2035
o-dang_ami_4522,stereotype,ami_category_desc_2036
o-dang_ami_4524,stereotype,ami_category_desc_2037
o-dang_ami_4527,discredit,ami_category_desc_2038
o-dang_ami_4530,discredit,ami_category_desc_2039
o-dang_ami_4534,discredit,ami_category_desc_2040
o-dang_ami_4536,stereotype,ami_category_desc_2041
o-dang_ami_4537,stereotype,ami_category_desc_2042
o-dang_ami_4538,discredit,ami_category_desc_2043
o-dang_ami_4539,dominance,ami_category_desc_2044
o-dang_ami_4542,discredit,ami_category_desc_2045
o-dang_ami_4543,sexual_harassment,ami_category_desc_2046
o-dang_ami_4545,discredit,ami_category_desc_2047
o-dang_ami_4550,dominance,ami_category_desc_2048
o-dang_ami_4553,discredit,ami_category_desc_2049
o-dang_ami_4554,dominance,ami_category_desc_2050
o-dang_ami_4555,stereotype,ami_category_desc_2051
o-dang_ami_4558,dominance,ami_category_desc_2052
o-dang_ami_4560,sexual_harassment,ami_category_desc_2053
o-dang_ami_4562,discredit,ami_category_desc_2054
o-dang_ami_4563,dominance,ami_category_desc_2055
o-dang_ami_4564,discredit,ami_category_desc_2056
o-dang_ami_4565,stereotype,ami_category_desc_2057
o-dang_ami_4566,discredit,ami_category_desc_2058
o-dang_ami_4567,stereotype,ami_category_desc_2059
o-dang_ami_4569,discredit,ami_category_desc_2060
o-dang_ami_4570,dominance,ami_category_desc_2061
o-dang_ami_4571,discredit,ami_category_desc_2062
o-dang_ami_4573,discredit,ami_category_desc_2063
o-dang_ami_4575,discredit,ami_category_desc_2064
o-dang_ami_4579,derailing,ami_category_desc_2065
o-dang_ami_4581,dominance,ami_category_desc_2066
o-dang_ami_4585,stereotype,ami_category_desc_2067
o-dang_ami_4589,dominance,ami_category_desc_2068
o-dang_ami_4590,dominance,ami_category_desc_2069
o-dang_ami_4591,discredit,ami_category_desc_2070
o-dang_ami_4592,stereotype,ami_category_desc_2071
o-dang_ami_4598,sexual_harassment,ami_category_desc_2072
o-dang_ami_4599,stereotype,ami_category_desc_2073
o-dang_ami_4603,stereotype,ami_category_desc_2074
o-dang_ami_4606,discredit,ami_category_desc_2075
o-dang_ami_4608,stereotype,ami_category_desc_2076
o-dang_ami_4610,stereotype,ami_category_desc_2077
o-dang_ami_4613,stereotype,ami_category_desc_2078
o-dang_ami_4615,derailing,ami_category_desc_2079
o-dang_ami_4617,dominance,ami_category_desc_2080
o-dang_ami_4618,discredit,ami_category_desc_2081
o-dang_ami_4619,sexual_harassment,ami_category_desc_2082
o-dang_ami_4620,stereotype,ami_category_desc_2083
o-dang_ami_4621,stereotype,ami_category_desc_2084
o-dang_ami_4622,discredit,ami_category_desc_2085
o-dang_ami_4624,dominance,ami_category_desc_2086
o-dang_ami_4625,discredit,ami_category_desc_2087
o-dang_ami_4628,discredit,ami_category_desc_2088
o-dang_ami_4629,dominance,ami_category_desc_2089
o-dang_ami_4630,dominance,ami_category_desc_2090
o-dang_ami_4631,stereotype,ami_category_desc_2091
o-dang_ami_4633,dominance,ami_category_desc_2092
o-dang_ami_4634,discredit,ami_category_desc_2093
o-dang_ami_4637,dominance,ami_category_desc_2094
o-dang_ami_4639,discredit,ami_category_desc_2095
o-dang_ami_4645,discredit,ami_category_desc_2096
o-dang_ami_4647,discredit,ami_category_desc_2097
o-dang_ami_4650,dominance,ami_category_desc_2098
o-dang_ami_4651,dominance,ami_category_desc_2099
o-dang_ami_4655,stereotype,ami_category_desc_2100
o-dang_ami_4657,sexual_harassment,ami_category_desc_2101
o-dang_ami_4660,stereotype,ami_category_desc_2102
o-dang_ami_4661,stereotype,ami_category_desc_2103
o-dang_ami_4662,discredit,ami_category_desc_2104
o-dang_ami_4663,discredit,ami_category_desc_2105
o-dang_ami_4665,discredit,ami_category_desc_2106
o-dang_ami_4668,discredit,ami_category_desc_2107
o-dang_ami_4670,dominance,ami_category_desc_2108
o-dang_ami_4675,stereotype,ami_category_desc_2109
o-dang_ami_4676,discredit,ami_category_desc_2110
o-dang_ami_4677,dominance,ami_category_desc_2111
o-dang_ami_4678,dominance,ami_category_desc_2112
o-dang_ami_4679,dominance,ami_category_desc_2113
o-dang_ami_4680,stereotype,ami_category_desc_2114
o-dang_ami_4681,discredit,ami_category_desc_2115
o-dang_ami_4685,stereotype,ami_category_desc_2116
o-dang_ami_4687,dominance,ami_category_desc_2117
o-dang_ami_4688,sexual_harassment,ami_category_desc_2118
o-dang_ami_4691,sexual_harassment,ami_category_desc_2119
o-dang_ami_4696,dominance,ami_category_desc_2120
o-dang_ami_4698,dominance,ami_category_desc_2121
o-dang_ami_4699,dominance,ami_category_desc_2122
o-dang_ami_4704,stereotype,ami_category_desc_2123
o-dang_ami_4710,dominance,ami_category_desc_2124
o-dang_ami_4712,discredit,ami_category_desc_2125
o-dang_ami_4716,stereotype,ami_category_desc_2126
o-dang_ami_4719,dominance,ami_category_desc_2127
o-dang_ami_4721,stereotype,ami_category_desc_2128
o-dang_ami_4723,stereotype,ami_category_desc_2129
o-dang_ami_4725,dominance,ami_category_desc_2130
o-dang_ami_4728,stereotype,ami_category_desc_2131
o-dang_ami_4729,stereotype,ami_category_desc_2132
o-dang_ami_4731,stereotype,ami_category_desc_2133
o-dang_ami_4737,discredit,ami_category_desc_2134
o-dang_ami_4738,dominance,ami_category_desc_2135
o-dang_ami_4739,sexual_harassment,ami_category_desc_2136
o-dang_ami_4744,sexual_harassment,ami_category_desc_2137
o-dang_ami_4746,dominance,ami_category_desc_2138
o-dang_ami_4751,stereotype,ami_category_desc_2139
o-dang_ami_4757,dominance,ami_category_desc_2140
o-dang_ami_4759,discredit,ami_category_desc_2141
o-dang_ami_4760,dominance,ami_category_desc_2142
o-dang_ami_4761,dominance,ami_category_desc_2143
o-dang_ami_4763,dominance,ami_category_desc_2144
o-dang_ami_4764,discredit,ami_category_desc_2145
o-dang_ami_4765,stereotype,ami_category_desc_2146
o-dang_ami_4769,discredit,ami_category_desc_2147
o-dang_ami_4770,dominance,ami_category_desc_2148
o-dang_ami_4773,discredit,ami_category_desc_2149
o-dang_ami_4775,derailing,ami_category_desc_2150
o-dang_ami_4777,stereotype,ami_category_desc_2151
o-dang_ami_4778,dominance,ami_category_desc_2152
o-dang_ami_4781,sexual_harassment,ami_category_desc_2153
o-dang_ami_4782,dominance,ami_category_desc_2154
o-dang_ami_4787,stereotype,ami_category_desc_2155
o-dang_ami_4790,discredit,ami_category_desc_2156
