_id,text,misogyny,ds,description
o-dang_ami_4068,"<MENTION_1> Or as <MENTION_2> said, Most Hysterical Woman",0,test,ami_binary_desc_4068
o-dang_ami_4069,"<MENTION_1> Are you planning to #BlockBrett or are you going to continue to be a garden-variety pussy when it comes to checking <MENTION_2> If you only<MENTION_3> on tweeting, kindly STFU.",0,test,ami_binary_desc_4069
o-dang_ami_4070,"<MENTION_1> <MENTION_2> I bet her parents dont claim her either. This skank blames her miserable existence on immigrants and POC when as an attractive white young woman, she has the privilege to do anything. More trump trash.",1,test,ami_binary_desc_4070
o-dang_ami_4071,<MENTION_1> You pussy.,0,test,ami_binary_desc_4071
o-dang_ami_4072,Pocket Panini Stovetop Sandwich Maker #diet #healthy #heart #health #sandwiches #kitchen #food #dinner #lunch #breakfast #family #easy #eat #hungry,0,test,ami_binary_desc_4072
o-dang_ami_4073,2k19 drops tm and you pussy boys aint ready for the slappings in my park by me an <MENTION_1> pull up lil niggas,0,test,ami_binary_desc_4073
o-dang_ami_4074,<MENTION_1> <MENTION_2> Sally Field was the love of his life and Burt went to his grave regretting he lost her. When you get older numbers don't count except to a skank like Kirk Douglas.,0,test,ami_binary_desc_4074
o-dang_ami_4075,I wish fat boy Trump would just shut the fuck up and go away and take your stupid wife and pussy ass kids with you Amerikkka is so fucken tired of your STUPID shit #GettheFuckON,0,test,ami_binary_desc_4075
o-dang_ami_4076,If youre dating a baby daddy before you call the baby mama bitter go talk to her yourself OR just the stfu and mind your business bc you know damn well that nigga gone lie just to get some pussy and play victim. Idc.,1,test,ami_binary_desc_4076
o-dang_ami_4077,<MENTION_1> And here they are! The most hysterical women at the #KavanaghHearing!,1,test,ami_binary_desc_4077
o-dang_ami_4078,Every fine fucking bitch i see is my ex hoe,1,test,ami_binary_desc_4078
o-dang_ami_4079,"<MENTION_1> This is what infuriates me. Kangaroos are hopping around like theyre so bad ass and all the while they are complete vulnerable to attacks from above. Jump out of a tree, Choke hold, body scissors and its over. Night, night bouncer dog thing.",0,test,ami_binary_desc_4079
o-dang_ami_4080,Besides it being disgusting; rape jokes are SO FUCKING OLD it's like telling women to 'go back to the kitchen' smh,0,test,ami_binary_desc_4080
o-dang_ami_4081,<MENTION_1> Fuck U SLUT. Your pork dead father is burning in hell. Fuck Face Jewellery seller bitch.,1,test,ami_binary_desc_4081
o-dang_ami_4082,Im so sick of people treating me like SHIT then try to come back in my life after they changed Fuck you fuck your growth cause idgaf skank bitch,0,test,ami_binary_desc_4082
o-dang_ami_4083,You're such a bitch! Stop being such a FRIGGING SKANK and give him back!,1,test,ami_binary_desc_4083
o-dang_ami_4084,<MENTION_1> <MENTION_2> Some pussy replied to my tweet but muted me FIRST!! YOU PUSSY!! HAHAHA,1,test,ami_binary_desc_4084
o-dang_ami_4085,"I fucking know who he cheated with even if he didn't say it. This fucking bitch, I've always fucking hated her two faced whore ass",1,test,ami_binary_desc_4085
o-dang_ami_4086,"Today on SFTP, I interview <MENTION_1> and we talk about the most hysterical Pokemon fight that you will never… <URL>",0,test,ami_binary_desc_4086
o-dang_ami_4087,"I dont understand who work so hard at sex work. They are so nuts about having sex even in the situation at work. Huh? Youre just another bitch working at the same store. Furthermore, you cant do anything what you are needed and have to. Die bitch die.",1,test,ami_binary_desc_4087
o-dang_ami_4088,Don’t tell me how u got a bitch drunk An then u took her to the crib to bust her.... sounds like rape to me...,0,test,ami_binary_desc_4088
o-dang_ami_4089,<MENTION_1> <MENTION_2> <MENTION_3> Way to have some balls and talk shit like this after McCain no longer around. You know he would have told you to stfu. Pussy!,1,test,ami_binary_desc_4089
o-dang_ami_4090,Shit ima choke yo ass back and say mine even tho Im yo side nigga,1,test,ami_binary_desc_4090
o-dang_ami_4091,"<MENTION_1> <MENTION_2> Yes yes Ann, lets continue to perpetuate the hysterical woman stereotype. Such a shame. You dont deserve your position of power. A disgrace to fellow women.",1,test,ami_binary_desc_4091
o-dang_ami_4092,"<MENTION_1> <PERSON_1> is hands down the most hysterical woman of the bunch, he wins",0,test,ami_binary_desc_4092
o-dang_ami_4093,<MENTION_1> Which one of the two wins the prize for most hysterical woman?,1,test,ami_binary_desc_4093
o-dang_ami_4094,<MENTION_1> <MENTION_2> Bitch stfu you was just talking shit about her stop tryna get clout fat neck hoe,1,test,ami_binary_desc_4094
o-dang_ami_4095,You pussy boy,0,test,ami_binary_desc_4095
o-dang_ami_4096,<MENTION_1> <MENTION_2> <MENTION_3> When people say it's the women's fault that's so wrong no women wants unwanted sexual advances nor rape.,0,test,ami_binary_desc_4096
o-dang_ami_4097,"Lets see. You brag about grabbing women by the pussy, you demean and belittle people including your own staff daily, so yeah, what we are seeing what we are hearing, IS true o stfu, oh and Mueller is coming.",0,test,ami_binary_desc_4097
o-dang_ami_4098,can you like choke me once and for all??,0,test,ami_binary_desc_4098
o-dang_ami_4099,"sex is cool and all but have u ever came back from school finding out your parents arent home so u just scream out ""FUCKING BITCH IM FUCKING HOME ALONE CUNT YUHHHHHHHH"" out cuz same",0,test,ami_binary_desc_4099
o-dang_ami_4100,<MENTION_1> fuck you pussy suckin bitch.,1,test,ami_binary_desc_4100
o-dang_ami_4101,I wouldn't have done anything if you didn't express any interest THE BITCH WAS 12 YOU MOTHER FUCKING CUNT. HE REALLY IS TRYING TO JUSTIFY HIMSELD..THIS IS EXACTLY WHY HE SHOULDN'T HAVE BEEN RELEASED,1,test,ami_binary_desc_4101
o-dang_ami_4102,"<MENTION_1> Yeah, how awful for them that women aren't property to be abused anymore. And those terrible laws about child rape!",0,test,ami_binary_desc_4102
o-dang_ami_4103,"<MENTION_1> <MENTION_2> , you don't have to be a skank anymore. He, the skunk, done you wrong. Someone standing up and exposing your philandering immoral husband is a hero <MENTION_3> <MENTION_4>",1,test,ami_binary_desc_4103
o-dang_ami_4104,<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> Lmfao boi! Stfu you definitely it getting any pussy with that mentality I know!,0,test,ami_binary_desc_4104
o-dang_ami_4105,<MENTION_1> I think the award should go to Cory Booker as the most hysterical woman.,0,test,ami_binary_desc_4105
o-dang_ami_4106,u just like me to feel weird thanks holly so fuck u then bitch go fuck yourself childish little girl grow up I hate u I'm glad I don't c u now bitch face I'm not talk on u 2day now fucking cunt,1,test,ami_binary_desc_4106
o-dang_ami_4107,"<MENTION_1> This is not a concern which is based on any statistical evidence or fact. If we want to discourage men from raping women, maybe actually seriously prosecute them. Because even if you could stop men from pretending to be women to rape women ",1,test,ami_binary_desc_4107
o-dang_ami_4108,Stfu you aint make no noise yet pussy !!,1,test,ami_binary_desc_4108
o-dang_ami_4109,The thing is if a woman speaks out about rape on Nigerian twitter.The backlash would be shocking. It's not good for the mind. Hence silence,0,test,ami_binary_desc_4109
o-dang_ami_4110,<MENTION_1> Hey guys... maybe it is okay to wink at a woman if you don't attempt to rape her? Don't gimme that where do I draw the line crap.,0,test,ami_binary_desc_4110
o-dang_ami_4111,<MENTION_1> <MENTION_2> <MENTION_3> I don't feel fantastic to see them in this position..Do they speak up when rape and assault on women takes place..When men from their own party rape women.. What's the use of holding that position if u can't speak for,0,test,ami_binary_desc_4111
o-dang_ami_4112,<MENTION_1> No doubt cory wins most hysterical women his eyes are popping out of his head foaming at the mouth,0,test,ami_binary_desc_4112
o-dang_ami_4113,<MENTION_1> You ugly lil bitch shut the fuck up if you dont understand the stock market hoe,1,test,ami_binary_desc_4113
o-dang_ami_4114,How can you say stfu and leave me alone in a good way? lol,0,test,ami_binary_desc_4114
o-dang_ami_4115,<MENTION_1> <MENTION_2> I think Cory Booker wins the competition for most hysterical woman.,0,test,ami_binary_desc_4115
o-dang_ami_4116,<MENTION_1> <MENTION_2> Why when women are abused its called 'sexual assault' or 'rape' but when it's boys it's c… <URL>,0,test,ami_binary_desc_4116
o-dang_ami_4117,im single & its staying that way for a long time because I hate all you pussy niggas!,1,test,ami_binary_desc_4117
o-dang_ami_4118,"<MENTION_1> <MENTION_2> Competing for Most Hysterical Woman at the Kavanaugh hearings"" Trying to create outrage and Hate",1,test,ami_binary_desc_4118
o-dang_ami_4119,One of the biggest reason I never wanted to come out to my friends was bc I was afraid theyll think I have crush on them when Im just being a decent human being so I call them stupid bitch and a fucking hoe everytime I see them,1,test,ami_binary_desc_4119
o-dang_ami_4120,"<MENTION_1> Hysterical woman is the new Nasty woman, we will make a hat for that.",1,test,ami_binary_desc_4120
o-dang_ami_4121,<MENTION_1> PS - take off that picture-any picture of you makes me want to puke! Any women that would side with Trump is not for any woman or their rights that they should have. You are just another lying Skank GOP white piece of trash! Your commerci,1,test,ami_binary_desc_4121
o-dang_ami_4122,"<MENTION_1> Unless cow tipping is classed as physical assault you should shut your fucking whore mouth, i hope you never show your face outside of whatever hole you went to hide in because frankly i would love to drop kick you off a fucking balcony xoxoxo",1,test,ami_binary_desc_4122
o-dang_ami_4123,<MENTION_1> <MENTION_2> I have them both in a dead heat for most hysterical woman ever,1,test,ami_binary_desc_4123
o-dang_ami_4124,"Everyone calls u btch, and u don't like it? Bitch like whaaat?! Who wouldnt be called bitch u wore like a whore waiting for someone to dig their dick so stfu barbie yo' nigga disagree!",1,test,ami_binary_desc_4124
o-dang_ami_4125,"my cis gay friend will say bitch all the time and usually when we're joking around I don't notice but this last weekend he got really drunk and started saying ""fucking cunt"" and I felt SO UNCOMFORTABLE! It wasn't directed towards women but that aggression was still there",0,test,ami_binary_desc_4125
o-dang_ami_4126,<MENTION_1> Shut the fuck up you pussy boy!!!!,0,test,ami_binary_desc_4126
o-dang_ami_4127,<MENTION_1> damm baby girl you got a nice pussy right there and be sites you pussy look morh bigger than my girl pussy,1,test,ami_binary_desc_4127
o-dang_ami_4128,"With Playboi Carti saying ""don't care that pussy got some milage milage"" and Lil Pump saying ""you're such a fucking hoe I love it""2018 is the year for loving promiscuous women",0,test,ami_binary_desc_4128
o-dang_ami_4129,"<MENTION_1> happens to women everywhere, not only rape but sexual abuse and pple still ask what she did to provo… <URL>",0,test,ami_binary_desc_4129
o-dang_ami_4130,<MENTION_1> What I find amusing is the hysterical woman sitting next to <MENTION_2>,1,test,ami_binary_desc_4130
o-dang_ami_4131,SWEDEN: FOUR MEN RAPE WOMAN WITH COGNITIVE ABILITY OF A 6-YEAR-OLD AND WALK FREEFour men have been charged with gross rape against a developmentally disabled woman. Yesterday they were set free. Why? The court could not prove that they knew she had a developmental disability.,0,test,ami_binary_desc_4131
o-dang_ami_4132,Still baffles me that Baylor's football team can rape women w literally everyone knowing (including the police) and nothing is done abt it,0,test,ami_binary_desc_4132
o-dang_ami_4133,<MENTION_1> Lmfao shut the fuck up with your Brentwood Academy havin ass. Yall have one of the worst QBs in the league as far as TD/INT ratio go but you hate on every other quarterback.... Sit your pussy ass down and get swept by the Titans again.,1,test,ami_binary_desc_4133
o-dang_ami_4134,<MENTION_1> <MENTION_2> Check out <MENTION_3> Tweet: !!!! Hysterical Woman-1Scumbag Swamp Creature-ZIPPY,1,test,ami_binary_desc_4134
o-dang_ami_4135,iF yOUr PuSSy sO gOoD wHY yOu NoT pREgNAnT because i killed it stfu hoe,1,test,ami_binary_desc_4135
o-dang_ami_4136,<MENTION_1> Hitem with your purse you pussy,0,test,ami_binary_desc_4136
o-dang_ami_4137,<MENTION_1> Skank man .. you got!!,0,test,ami_binary_desc_4137
o-dang_ami_4138,<MENTION_1> well stfu then BITCH you coming to some yeen got NO BUSINESS being in. You need to mind the business that pays you hoe,1,test,ami_binary_desc_4138
o-dang_ami_4139,"<MENTION_1> <MENTION_2> What have how many followers i have anything to do with this u dumb beach, just be quiet and stay in the kitchen i obly use twitter for news",0,test,ami_binary_desc_4139
o-dang_ami_4140,<MENTION_1> <MENTION_2> Are you just upset that nobody is grabbing your skank pussy since trumps election is over. Youre an ugly gross old hag and youre also a racist pig and I hope all your children are black,1,test,ami_binary_desc_4140
o-dang_ami_4141,MUMMY... NO bitch youll call me DADDY as you choke on my big dick! Youll call me DADDY when I bend you over and strech that cunt wide & split you in two! DADDY knows best. <MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11>,1,test,ami_binary_desc_4141
o-dang_ami_4142,There's a stupid woman on YouTube doing a spirit box saying the most horrendous insensitive things to the 'ghost' of Shan. The silly skank would be conversing with demons and she ain't got cross or nothing to counteract it. And I'm glad leave Shan alone.,1,test,ami_binary_desc_4142
o-dang_ami_4143,"<MENTION_1> Wooow nace pic,, is bien you pussy",1,test,ami_binary_desc_4143
o-dang_ami_4144,<MENTION_1> <MENTION_2> Shut the fuck up you fucking pussy ass bitch I hope your country gets bombed the fuck up,0,test,ami_binary_desc_4144
o-dang_ami_4145,"HAHAHHAHAHAHAHAHAHAHHAHAHA first of all wtf is you saying sweetie , like Im atheist I dont even want to marry like stfu , and dear men stop rapping us on the streets , we are not made for please you dumb motherfuckers , I dont give a shit about what bible says man",0,test,ami_binary_desc_4145
o-dang_ami_4146,"<MENTION_1> <MENTION_2> <MENTION_3> Yea, I dont think so asshole . I think your a pussy who has gone corrupt if you werent before , treasonous if you werent already . You were NEVER John McCain's friend . You were never a friend to America . Yo",1,test,ami_binary_desc_4146
o-dang_ami_4147,<MENTION_1> <MENTION_2> Bitch stfu ! Im just tired of you thinking you know me because of what that bum ass nigga tells you when he needs some pussy or a place to sleep,1,test,ami_binary_desc_4147
o-dang_ami_4148,When i was 17 a woman who i thought was my friend aranged for a 30yo man to rape me.. #MeToo,0,test,ami_binary_desc_4148
o-dang_ami_4149,<MENTION_1> <MENTION_2> But she is saying that it will keep her safe. It won’t. And it won’t keep other woman safe. That is rape culture.,0,test,ami_binary_desc_4149
o-dang_ami_4150,<MENTION_1> Fuck u bitch ass whore,1,test,ami_binary_desc_4150
o-dang_ami_4151,We wouldn't appear hysterical if you'd STFU the FIRST time we try to talk. Js.,0,test,ami_binary_desc_4151
o-dang_ami_4152,<MENTION_1> Last wk you said some women allege rape/assault after consensual sex they regret. Pls read #MeToo tweets. 🙁,0,test,ami_binary_desc_4152
o-dang_ami_4153,<MENTION_1> Yeah tell them they're a fucking fool for believing 'statistics' that say 90% of women fantasize about rape,0,test,ami_binary_desc_4153
o-dang_ami_4154,Suck a dick and choke you bitch,1,test,ami_binary_desc_4154
o-dang_ami_4155,<MENTION_1> <MENTION_2> So its ok for a man to put his hands on a women... stfu. We know how your bitch living. Smh,1,test,ami_binary_desc_4155
o-dang_ami_4156,"THEN STOP SAYING IT CHRISTINA , fucking pussy stfu stop jocking her she dont be worried bout you you acting like flight",1,test,ami_binary_desc_4156
o-dang_ami_4157,<MENTION_1> Fuck this fat pig bastard woman you fucking cunt. Wish I could cut your tits so that you could feel the pain cunt!!,1,test,ami_binary_desc_4157
o-dang_ami_4158,<MENTION_1> <MENTION_2> It doesnt boo you look gorgeous!! I dont know why women still be out here with their gross bitch ass opinions on other women like stfu with the negativity and insults!! We cannot he stopped x,0,test,ami_binary_desc_4158
o-dang_ami_4159,"You constantly act like you havent done bad shit in the past when you CLEARLY have. You constantly pretend that youre a good person, but you constantly make threats towards other people and call Tevin an ape. Shut the fuck up, grow the fuck up, and take responsibility you cunt",0,test,ami_binary_desc_4159
o-dang_ami_4160,"<MENTION_1> I dont have Ovaries or a Vagina and I refuse to put women in jeopardy because they do... Pro-choice isnt pro -abortion, its womens right to choose... if you cant get pregnant from rape,STFU.",1,test,ami_binary_desc_4160
o-dang_ami_4161,"Well then call me a sexist, which Im not. This is no doubt a hysterical woman protestor. BTW, there have been several hysterical male protesters but we havent seen news on them. Id say THAT is sexist my dear. Oh, sorry, my dear is sexist? Sorry dolly.",1,test,ami_binary_desc_4161
o-dang_ami_4162,"<MENTION_1> If by hysterical you mean logical, well-read, unapologetic, and passionate, then you, for once, are correct.",0,test,ami_binary_desc_4162
o-dang_ami_4163,"<MENTION_1> Ann:Including Sen. Cory Booker as part of your ""Most Hysterical Woman""?? Come on now, you cn do better than that. This is so beneath your intellectual acumen and although I disagree with most of what you say, come up with something more origin",1,test,ami_binary_desc_4163
o-dang_ami_4164,<MENTION_1> LMAOO you pussy. What those emojis mean?!,1,test,ami_binary_desc_4164
o-dang_ami_4165,ALL YOU PUSSY BOYS FALL BACK!,0,test,ami_binary_desc_4165
o-dang_ami_4166,<MENTION_1> <MENTION_2> Yea you pussy boy like I said Ill get into your room if I have too !,0,test,ami_binary_desc_4166
o-dang_ami_4167,<MENTION_1> <MENTION_2> How about very Unintelligent hysterical woman. This women is mental case!,1,test,ami_binary_desc_4167
o-dang_ami_4168,<MENTION_1> Its all about $$$$$$ dollar signs for those hysterical women,1,test,ami_binary_desc_4168
o-dang_ami_4169,"Hate me, love me, demonize me or worship me. I am mentally ill, a hysterical woman, a rebel & I don't give a fig anymore about social norms. If I want to study STEM & business, I will. Screw your assumption my businesses are cupcake bakeries.I am still kind, loving & a woman.",0,test,ami_binary_desc_4169
o-dang_ami_4170,"Shut the fuck up, Brandon. You never cared about his Superman. You and a bunch of your buddies are the reason his character was butchered in JL since yall wanted more fun and smiles. Stop with this fake caring act for clout.",0,test,ami_binary_desc_4170
o-dang_ami_4171,<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_3> You're a SKANK .....Leave our house and country. Take your corrupt parents with you. You're all cheap white trash!!!,1,test,ami_binary_desc_4171
o-dang_ami_4172,<MENTION_1> <MENTION_2> <MENTION_3> You have to remember that these individuals are still men by sex and biology. You could counter that by saying trans women could rape women in their prisons. It would be easier for them as they have a physical advantag,0,test,ami_binary_desc_4172
o-dang_ami_4173,"This hysterical woman is just completely brain dead. Come on CA, you can do better than this empty bag of skin.",1,test,ami_binary_desc_4173
o-dang_ami_4174,"Love seeing how girls publicly compliment each other ""Oh wow. Stunnerz. Bae""And in the same breath send private texts to their friends saying the same person is an ""insta-whore / attention whore / D-craving attention seeking skank with dumb shoes""Hilarious#MoreThanTwoFaces",1,test,ami_binary_desc_4174
o-dang_ami_4175,<MENTION_1> This is the Real HYSTERICAL WOMAN:,1,test,ami_binary_desc_4175
o-dang_ami_4176,You talked to me as if Im some super skank up in a bunch ! Who tf do u think u r ? Honestly ? Not one boy has talked to me like that everrrr ! You disgust me man ! No respect what so ever ! & your dirty dick aint getting shit !,0,test,ami_binary_desc_4176
o-dang_ami_4177,<MENTION_1> I need you pussy,1,test,ami_binary_desc_4177
o-dang_ami_4178,I stand with the victims of sexual harassment or rape. No matter if they're a woman or a man. A rape is a rape what… <URL>,0,test,ami_binary_desc_4178
o-dang_ami_4179,Fuck yeah you pussy boy,0,test,ami_binary_desc_4179
o-dang_ami_4180,"The pain of a woman being targeted as a purely pleasure object, goes beyond the physical, its a rape of the soul #MeToo",0,test,ami_binary_desc_4180
o-dang_ami_4181,Money can't buy you happiness but it can buy you pussy,1,test,ami_binary_desc_4181
o-dang_ami_4182,"<MENTION_1> <MENTION_2> ALWAYS BELIEVE WOMEN ALLEGING RAPE *cough*unless the perp is someone we like, then forget it. *cough*",0,test,ami_binary_desc_4182
o-dang_ami_4183,"S-Shut the fuck up bitch> He pinches the bridge of his nose > His ears fold back in pure embarrassment, this just keeps getting better and better.",0,test,ami_binary_desc_4183
o-dang_ami_4184,"No, ""god"" didn't make women for that you fucking cunt. If we love each other we're sure as hell gonna fuck whenever we want wherever we want. Stop embarrassing yourself with this shit",0,test,ami_binary_desc_4184
o-dang_ami_4185,<MENTION_1> stfu trump incites and promotes violence. We need to do like they are doing to Susan Collins to you. Every state should do that then your Russian donors would lose power and so would you.,0,test,ami_binary_desc_4185
o-dang_ami_4186,<MENTION_1> Lmao SKANK BITCH IM TELLIN MY MOMMA,1,test,ami_binary_desc_4186
o-dang_ami_4187,booty fever out in this bitch #insensitive #rape #iknowwhatkindofniggasaregonnafindthistweet #butter #icecream #sexualharassment #sex,0,test,ami_binary_desc_4187
o-dang_ami_4188,<MENTION_1> Stay in the kitchen you whore,1,test,ami_binary_desc_4188
o-dang_ami_4189,<MENTION_1> <MENTION_2> <MENTION_3> you can state what you want. But dont bitch when you are called out for perpetuating rape culture.,0,test,ami_binary_desc_4189
o-dang_ami_4190,Hysterical woman like <MENTION_1>,0,test,ami_binary_desc_4190
o-dang_ami_4191,Ok like stfu HOE,1,test,ami_binary_desc_4191
o-dang_ami_4192,You have to be a real warped son of a bitch to believe you have the right to force women to go through a pregnancy against their will. I cannot fathom how this is an acceptable position. All men: SHUT THE FUCK UP ABOUT ABORTION FOREVER.,0,test,ami_binary_desc_4192
o-dang_ami_4193,You smoke too much stfu pussy,1,test,ami_binary_desc_4193
o-dang_ami_4194,<MENTION_1> CETA took 7 years. Ours could take even longer. What happens in the meantime. Will you creatures STFU while we remain in the Single Market whilst this is done and will you STFU when it falls apart and we remain in the SM?,0,test,ami_binary_desc_4194
o-dang_ami_4195,"Females-*you need to respect women more and stop calling us hoes*Lil pump-*you such a fucking hoe, I love it*Females- *that new Kanye and lil pump song is my shit*",1,test,ami_binary_desc_4195
o-dang_ami_4196,"<MENTION_1> But like... Women can rape women aswell, and women can rape men aswell, and men can rape men aswel… <URL>",0,test,ami_binary_desc_4196
o-dang_ami_4197,<MENTION_1> Its a societal issue and people are truly blind if they dont see that. I see this feeling predominantly in strongly Christian or conservatively raised men. I mean.. theyve been taught their entire lives that women are inferior to men.,0,test,ami_binary_desc_4197
o-dang_ami_4198,oh my god yall non fans are so annoying let universes and pentagon grieve let us take all this in first just let us fucking be and leave us the fuck alone we dont need your fucking opinion on the matter im so fucking done with yall for fucks sake just shut the fuck up,0,test,ami_binary_desc_4198
o-dang_ami_4199,<MENTION_1> <MENTION_2> #Kavanaugh also said birth control is abortion-inducing drugs Christian Sharia But of course I am a hysterical woman that should not have any rights Maybe you could pass a law like in the old days that my husband owns me,0,test,ami_binary_desc_4199
o-dang_ami_4200,"<MENTION_1> I find it odd that they think a woman is the authority on what men should do with their lives, but then many of them think women are inferior to men and women who want equal treatment are feminazis. WTF alt-right? Cognitive dissonance much?",0,test,ami_binary_desc_4200
o-dang_ami_4201,<MENTION_1> We shouldnt worry our pretty little heads over things like perjury?Ask your wife if women should accept todays corrupt GOPs plan to return us to 1950s where the hysterical women stayed barefoot & pregnant.Youve shown us who you are & I believe y,0,test,ami_binary_desc_4201
o-dang_ami_4202,"<MENTION_1> No they don't get it. We're a bunch of ""hysterical women"" as they put it.",1,test,ami_binary_desc_4202
o-dang_ami_4203,Why would u play with my pure heart u fucking hoe bitch?,1,test,ami_binary_desc_4203
o-dang_ami_4204,"<MENTION_1> ""Grab them by the pussy"" ""Rosie is fat and ugly"" ""I like people who weren't captured""- You demean and belittle and still got elected. Shut the fuck up",0,test,ami_binary_desc_4204
o-dang_ami_4205,' teaching women how to wear modest clothes and looking unattractive will reduce rape' WHAAAAAT? <URL>,0,test,ami_binary_desc_4205
o-dang_ami_4206,Dont forget to #ListenAndBelieve. I'm sure all those lynchings were justified. Women never lie about rape. It's com… <URL>,0,test,ami_binary_desc_4206
o-dang_ami_4207,<MENTION_1> Macchiato would love cooking in Home Ec class! She could stay in the kitchen and sample what she made :) #win #contest,1,test,ami_binary_desc_4207
o-dang_ami_4208,Why Would You Do This To My Young Fairly Innocent Heart You Fucking Hoe Bitch.,1,test,ami_binary_desc_4208
o-dang_ami_4209,<MENTION_1> Say's the HYSTERICAL woman. It is woman right?,0,test,ami_binary_desc_4209
o-dang_ami_4210,<MENTION_1> You are pretty hysterical yourself.,1,test,ami_binary_desc_4210
o-dang_ami_4211,"<MENTION_1> I didnt see any hysterical women, did you?. How mysoginist of her.",0,test,ami_binary_desc_4211
o-dang_ami_4212,Man taylor tweeted this cause i aint stay in the kitchen w her why she cooked dinner lmfao,0,test,ami_binary_desc_4212
o-dang_ami_4213,<MENTION_1> Maybe James to You? All these Women as Rape Victims don't deserve Respect and Dignity or Justice ? RAPE is FELONY A CRIME =PRISON,0,test,ami_binary_desc_4213
o-dang_ami_4214,Hating men is an important part of feminism why cant these men serving brats just shut the fuck up,1,test,ami_binary_desc_4214
o-dang_ami_4215,"<MENTION_1> <MENTION_2> please retire, that tumor turned you into a hysterical libtard. We are sick of you. Go cras… <URL>",0,test,ami_binary_desc_4215
o-dang_ami_4216,<MENTION_1> <MENTION_2> Booker wins the award for putting the 'B' in the hysterical woman category,1,test,ami_binary_desc_4216
o-dang_ami_4217,<MENTION_1> Hey stupid her name is MELANIA! And old Ugly skank ass like you isnt good enough to shine her shoes,1,test,ami_binary_desc_4217
o-dang_ami_4218,I never been with a girl as big as you pussy be beating hard on this dick bet Cool hopefully you can find a girl my size that would want to go down on ya,1,test,ami_binary_desc_4218
o-dang_ami_4219,"<MENTION_1> If youre not going to bother to actually DO anything, just shut up and dont bother. Signed, an hysterical woman.",0,test,ami_binary_desc_4219
o-dang_ami_4220,"<MENTION_1> YOU ALWAYS HAVE MY DICK. ONCE YOU START USING MINE AND YOU WILL NEVER FEEL YOU PUSSY IS EMPTY AND ONCE YOUR PUSSY STARTS TASTING MY DICK IT WILL NOT ACCEPT OTHER DICK, IT WILL DIE TO HAVE MINE ALL THE TIME. FUCK U BABY",1,test,ami_binary_desc_4220
o-dang_ami_4221,"Which one comic creator would you most like to meet, and why? Bobby: I would like to meet the comic legend Frank Miller! So he can give me a refund for Xerxes!! The Skank Original <MENTION_1> speaks about his comic work! #Diversity #comics #comicbooks #satire #author #funny",0,test,ami_binary_desc_4221
o-dang_ami_4222,This is sad! What a woman wears has nothing to do with the intentions and actions of rape. Sorry you went through t… <URL>,0,test,ami_binary_desc_4222
o-dang_ami_4223,<MENTION_1> Ive seen you break down in tears and when the audience turned on you so lets not talk about hysterical women.,0,test,ami_binary_desc_4223
o-dang_ami_4224,Cuisinart Sandwich Maker Sweeps Sponsored by the Kitchen Authority and Money Nuts!,0,test,ami_binary_desc_4224
o-dang_ami_4225,"<MENTION_1> <MENTION_2> <MENTION_3> Youre**** dumbass I give no fuck about you about your trashass wanna be Texas state team like I said til the beat outlaws in the battle of Texas eat my dick and shut the fuck up, pussy",1,test,ami_binary_desc_4225
o-dang_ami_4226,"<MENTION_1> The whore bitch spoke! STFU Melania, Melanie , whatever your name is",1,test,ami_binary_desc_4226
o-dang_ami_4227,"Well at the risk of being called sexists, a hysterical woman or drama queens are appropo descriptions of these two!",1,test,ami_binary_desc_4227
o-dang_ami_4228,An unfortunate reminder that men will kindly shut the fuck up about telling women what feminism is or should be. Not your call to make. Women will decide - maybe well disagree. But women and only women decide whats feminism. No one asked for your approval.,0,test,ami_binary_desc_4228
o-dang_ami_4229,<MENTION_1> <MENTION_2> Relinquish the belt you pussy,1,test,ami_binary_desc_4229
o-dang_ami_4230,"<MENTION_1> #Hillary smeared a young rape victim's reputation, practically calling her a whore while defending a rapis… <URL>",0,test,ami_binary_desc_4230
o-dang_ami_4231,I usually dont hate people but I actually hate that bitch. You tried to be friends with me outside of work and then when I had a crisis you decided to be professional and use that against me. Thats the worst type of person. Fucking cunt will get hers though.,1,test,ami_binary_desc_4231
o-dang_ami_4232,<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> <MENTION_12> <MENTION_13> <MENTION_14> <MENTION_15> <MENTION_16> <MENTION_17> <MENTION_18> <MENTION_19> <MENTION_20>,0,test,ami_binary_desc_4232
o-dang_ami_4233,"Bitch you aint the only one who hate me, join the club, stand in the corner, and stfu.",1,test,ami_binary_desc_4233
o-dang_ami_4234,<MENTION_1> I can suck on your titties and finger you pussy at the same time and make you squirt,1,test,ami_binary_desc_4234
o-dang_ami_4235,<MENTION_1> <MENTION_2> <MENTION_3> Stfu you pussy. Clearly the white guy was the fucking aggressor and laid hands on him first. Typical response from your kind,1,test,ami_binary_desc_4235
