id,corpus,valence,dominance,arousal
181544,emobank,2.89,3.22,2.67
181545,emobank,3.0,2.75,3.12
181546,emobank,3.0,3.0,3.4
181547,emobank,2.9,3.0,2.9
181548,emobank,3.36,3.09,3.18
181549,emobank,2.71,3.14,3.0
181550,emobank,2.8,3.1,3.1
181551,emobank,2.86,3.0,2.86
181552,emobank,2.1,3.8,3.9
181553,emobank,2.78,2.78,2.89
181554,emobank,3.0,3.1,2.8
181555,emobank,2.71,2.86,2.86
181556,emobank,3.1,3.3,3.1
181557,emobank,2.8,2.8,2.9
181558,emobank,2.89,3.44,3.0
181559,emobank,3.0,3.57,2.57
181560,emobank,3.0,3.2,3.1
181561,emobank,2.89,3.0,3.0
181562,emobank,2.5,2.8,3.2
181563,emobank,2.78,2.89,3.11
181564,emobank,3.37,3.25,3.0
181565,emobank,2.57,2.86,2.86
181566,emobank,3.1,3.0,3.1
181567,emobank,2.44,2.89,2.89
181568,emobank,2.8,3.2,3.0
181569,emobank,2.78,3.0,3.22
181570,emobank,2.2,3.2,2.7
181571,emobank,3.1,3.2,3.1
181572,emobank,2.9,2.8,2.7
181573,emobank,3.1,3.3,3.0
181574,emobank,3.0,3.0,2.89
181575,emobank,3.1,2.8,3.2
181576,emobank,2.8,3.0,2.9
181577,emobank,2.87,3.13,2.75
181578,emobank,2.8,2.8,2.9
181579,emobank,2.8,3.1,3.3
181580,emobank,2.0,2.0,3.3
181581,emobank,2.7,3.8,3.2
181582,emobank,2.37,2.5,2.75
181583,emobank,2.8,3.1,3.3
181584,emobank,3.25,2.87,3.5
181585,emobank,2.8,3.2,3.2
181586,emobank,2.78,3.11,2.78
181587,emobank,3.0,3.09,2.91
181588,emobank,3.0,3.0,3.0
181589,emobank,2.9,3.0,3.0
181590,emobank,2.14,2.43,2.57
181591,emobank,3.0,3.4,3.1
181592,emobank,3.0,3.12,3.12
181593,emobank,2.57,2.71,2.72
181594,emobank,2.7,3.5,3.3
181595,emobank,2.2,3.0,3.4
181596,emobank,2.6,2.9,3.3
181597,emobank,3.2,3.2,3.2
181598,emobank,3.1,3.3,3.1
181599,emobank,2.27,2.73,2.91
181600,emobank,2.7,2.8,2.8
181601,emobank,2.9,3.2,3.1
181602,emobank,2.88,3.62,3.25
181603,emobank,3.3,3.1,3.0
181604,emobank,2.45,2.73,3.18
181605,emobank,3.1,3.1,3.1
181606,emobank,3.0,3.0,3.0
181607,emobank,2.9,3.2,3.0
181608,emobank,3.0,3.12,3.0
181609,emobank,3.14,3.0,3.14
181610,emobank,3.0,3.0,2.9
181611,emobank,2.9,3.3,2.9
181612,emobank,3.0,3.2,2.9
181613,emobank,3.0,3.11,2.89
181614,emobank,3.1,3.0,2.8
181615,emobank,3.0,3.3,3.3
181616,emobank,2.8,2.8,3.1
181617,emobank,3.25,3.37,3.63
181618,emobank,3.0,3.2,2.9
181619,emobank,3.1,3.3,3.2
181620,emobank,3.2,3.2,3.2
181621,emobank,3.4,3.3,3.4
181622,emobank,4.0,3.38,3.25
181623,emobank,2.9,2.9,2.7
181624,emobank,3.0,3.57,3.0
181625,emobank,3.0,3.0,2.75
181626,emobank,3.0,2.86,3.14
181627,emobank,2.9,2.8,2.3
181628,emobank,3.0,3.0,2.88
181629,emobank,3.1,3.1,3.1
181630,emobank,3.11,3.11,2.78
181631,emobank,3.14,3.57,3.0
181632,emobank,3.0,3.0,3.0
181633,emobank,2.8,2.9,2.9
181634,emobank,3.0,3.1,3.3
181635,emobank,3.0,2.9,2.9
181636,emobank,2.8,2.9,3.2
181637,emobank,3.2,3.1,2.8
181638,emobank,2.5,3.0,3.0
181639,emobank,3.1,3.2,2.8
181640,emobank,2.9,3.1,2.9
181641,emobank,3.0,2.86,3.0
181642,emobank,2.9,2.8,2.8
181643,emobank,3.0,3.0,2.9
181644,emobank,3.0,2.75,2.63
181645,emobank,3.1,3.0,3.0
181646,emobank,3.89,3.33,3.44
181647,emobank,3.1,3.2,2.9
181648,emobank,3.33,3.11,3.22
181649,emobank,3.1,3.1,3.2
181650,emobank,2.6,2.9,3.2
181651,emobank,2.5,2.9,3.1
181652,emobank,2.0,2.6,3.7
181653,emobank,2.63,3.25,3.12
181654,emobank,2.8,2.8,2.9
181655,emobank,3.1,3.0,3.4
181656,emobank,3.6,2.8,3.3
181657,emobank,2.4,2.6,2.9
181658,emobank,3.2,3.1,2.9
181659,emobank,3.0,2.89,3.0
181660,emobank,3.2,3.0,3.0
181661,emobank,2.89,3.11,2.89
181662,emobank,2.8,2.9,2.8
181663,emobank,2.8,2.9,2.9
181664,emobank,2.8,3.0,3.0
181665,emobank,2.7,2.9,3.0
181666,emobank,2.86,3.0,2.86
181667,emobank,3.0,3.0,2.7
181668,emobank,3.0,3.29,3.0
181669,emobank,3.18,3.27,3.0
181670,emobank,2.36,3.36,2.91
181671,emobank,3.0,3.1,3.2
181672,emobank,2.67,2.56,2.89
181673,emobank,3.0,2.9,2.9
181674,emobank,2.14,2.71,3.29
181675,emobank,3.1,3.2,3.0
181676,emobank,3.1,3.1,2.9
181677,emobank,3.2,3.3,3.1
181678,emobank,3.0,3.0,2.8
181679,emobank,3.1,3.1,2.9
181680,emobank,3.0,3.12,2.75
181681,emobank,3.0,2.8,3.0
181682,emobank,2.8,2.7,3.4
181683,emobank,3.1,3.1,3.0
181684,emobank,3.14,3.43,3.14
181685,emobank,3.0,3.1,3.0
181686,emobank,3.0,3.14,3.14
181687,emobank,2.6,2.9,3.1
181688,emobank,3.0,3.2,3.0
181689,emobank,3.1,3.2,2.8
181690,emobank,3.3,3.2,3.3
181691,emobank,3.0,3.0,2.7
181692,emobank,3.2,3.3,3.2
181693,emobank,3.0,2.89,2.44
181694,emobank,3.3,3.0,3.1
181695,emobank,2.89,3.67,3.11
181696,emobank,3.6,2.9,3.2
181697,emobank,2.9,3.0,2.7
181698,emobank,2.1,3.3,3.5
181699,emobank,3.11,3.0,2.89
181700,emobank,2.9,2.7,3.1
181701,emobank,2.5,2.8,3.6
181702,emobank,3.1,3.2,3.1
181703,emobank,3.11,2.89,2.56
181704,emobank,3.1,2.9,2.8
181705,emobank,2.3,2.9,2.5
181706,emobank,3.25,3.25,2.88
181707,emobank,2.38,3.0,3.0
181708,emobank,2.2,2.8,3.5
181709,emobank,3.0,3.33,2.89
181710,emobank,3.1,3.1,3.1
181711,emobank,3.6,3.3,3.4
181712,emobank,3.0,2.9,2.9
181713,emobank,3.25,2.88,2.88
181714,emobank,3.2,3.0,3.1
181715,emobank,3.5,3.4,3.3
181716,emobank,3.1,3.2,2.9
181717,emobank,3.5,3.25,3.38
181718,emobank,3.1,3.0,2.9
181719,emobank,3.0,2.86,3.0
181720,emobank,3.09,3.18,3.0
181721,emobank,2.0,2.6,3.0
181722,emobank,3.5,3.5,3.38
181723,emobank,3.37,3.25,3.0
181724,emobank,3.6,3.1,3.2
181725,emobank,3.0,2.8,3.0
181726,emobank,2.78,3.0,2.67
181727,emobank,3.7,3.3,3.8
181728,emobank,3.0,3.11,3.0
181729,emobank,4.1,4.1,4.1
181730,emobank,2.8,2.9,3.1
181731,emobank,2.4,2.7,2.8
181732,emobank,3.4,3.1,3.1
181733,emobank,3.5,3.3,3.0
181734,emobank,3.5,3.3,3.1
181735,emobank,4.0,3.0,3.0
181736,emobank,2.9,3.1,2.4
181737,emobank,3.2,3.1,3.2
181738,emobank,2.9,3.0,2.9
181739,emobank,3.0,3.0,2.75
181740,emobank,3.7,3.4,3.2
181741,emobank,3.0,3.2,2.9
181742,emobank,3.4,3.1,3.2
181743,emobank,3.14,3.0,3.14
181744,emobank,3.0,3.1,2.8
181745,emobank,3.0,3.0,3.2
181746,emobank,3.3,3.1,3.2
181747,emobank,3.0,3.1,2.9
181748,emobank,3.0,3.0,3.2
181749,emobank,3.0,3.29,3.0
181750,emobank,3.0,3.0,3.0
181751,emobank,3.0,3.43,2.57
181752,emobank,3.7,3.1,3.5
181753,emobank,3.6,3.2,3.5
181754,emobank,3.25,3.13,3.0
181755,emobank,2.8,3.1,3.3
181756,emobank,2.88,3.5,2.88
181757,emobank,3.12,3.0,2.88
181758,emobank,3.0,3.1,2.9
181759,emobank,2.86,3.0,3.0
181760,emobank,3.0,2.91,2.73
181761,emobank,3.0,3.11,3.0
181762,emobank,3.0,2.7,2.9
181763,emobank,2.9,2.9,3.0
181764,emobank,2.9,3.0,2.9
181765,emobank,3.0,2.8,2.7
181766,emobank,3.0,2.82,3.0
181767,emobank,3.5,3.0,2.9
181768,emobank,3.88,3.5,3.38
181769,emobank,3.0,2.9,2.7
181770,emobank,3.0,3.0,2.88
181771,emobank,3.0,2.9,2.9
181772,emobank,2.88,3.0,3.0
181773,emobank,2.9,2.8,2.9
181774,emobank,3.11,3.22,2.78
181775,emobank,3.0,3.5,2.7
181776,emobank,3.12,3.12,3.13
181777,emobank,2.8,2.9,3.1
181778,emobank,3.0,3.0,2.6
181779,emobank,2.86,3.29,2.71
181780,emobank,3.1,3.1,3.1
181781,emobank,3.0,3.4,2.9
181782,emobank,2.9,2.6,3.1
181783,emobank,3.0,3.0,2.9
181784,emobank,3.0,3.0,2.91
181785,emobank,2.6,2.8,3.5
181786,emobank,3.22,3.11,3.0
181787,emobank,3.5,3.2,3.2
181788,emobank,3.2,3.1,3.2
181789,emobank,3.0,3.0,2.86
181790,emobank,3.2,3.2,3.2
181791,emobank,2.73,3.09,2.91
181792,emobank,2.7,2.6,3.1
181793,emobank,3.0,3.1,2.9
181794,emobank,3.1,3.1,2.9
181795,emobank,2.71,2.86,2.86
181796,emobank,2.43,2.86,3.14
181797,emobank,3.4,3.2,3.3
181798,emobank,3.0,3.1,2.9
181799,emobank,3.0,3.13,2.5
181800,emobank,2.9,3.2,3.1
181801,emobank,2.8,2.8,3.0
181802,emobank,2.3,2.5,3.5
181803,emobank,3.2,3.1,3.1
181804,emobank,2.87,3.13,3.0
181805,emobank,2.5,2.7,2.7
181806,emobank,3.0,3.1,2.8
181807,emobank,2.8,3.2,2.9
181808,emobank,2.78,3.0,3.11
181809,emobank,2.8,2.7,2.9
181810,emobank,3.0,3.11,2.89
181811,emobank,3.1,3.1,3.3
181812,emobank,3.12,3.5,2.75
181813,emobank,2.6,2.8,3.1
181814,emobank,3.0,3.2,2.9
181815,emobank,2.5,2.8,3.0
181816,emobank,2.5,2.88,3.0
181817,emobank,2.3,2.9,3.6
181818,emobank,3.1,2.9,2.9
181819,emobank,3.0,3.12,2.88
181820,emobank,3.11,3.0,3.0
181821,emobank,3.2,3.0,2.7
181822,emobank,3.5,3.12,3.25
181823,emobank,3.36,3.18,3.36
181824,emobank,3.0,3.25,3.25
181825,emobank,2.7,3.2,3.3
181826,emobank,2.5,2.7,3.1
181827,emobank,2.8,2.8,3.5
181828,emobank,3.0,3.2,3.0
181829,emobank,3.12,3.38,3.0
181830,emobank,3.0,3.0,3.0
181831,emobank,2.9,3.0,2.5
181832,emobank,3.1,3.0,2.4
181833,emobank,3.2,3.3,3.1
181834,emobank,3.4,3.2,3.2
181835,emobank,3.0,2.9,3.0
181836,emobank,3.14,3.0,3.0
181837,emobank,3.25,3.0,3.13
181838,emobank,3.0,3.0,2.86
181839,emobank,2.6,3.0,3.2
181840,emobank,2.4,2.9,3.1
181841,emobank,1.9,2.9,3.4
181842,emobank,2.11,2.56,2.78
181843,emobank,2.73,2.91,2.63
181844,emobank,3.9,3.1,3.0
181845,emobank,2.62,3.0,3.0
181846,emobank,2.9,3.3,3.5
181847,emobank,3.0,3.0,2.75
181848,emobank,3.22,3.22,3.22
181849,emobank,3.14,3.0,3.14
181850,emobank,3.9,3.5,3.5
181851,emobank,3.44,3.44,3.44
181852,emobank,3.1,3.0,3.1
181853,emobank,2.75,3.0,3.0
181854,emobank,2.75,3.0,2.88
181855,emobank,2.62,2.88,2.75
181856,emobank,2.88,3.12,2.88
181857,emobank,3.12,3.12,2.88
181858,emobank,3.6,3.1,3.1
181859,emobank,3.1,3.5,3.1
181860,emobank,3.0,3.0,2.89
181861,emobank,3.1,2.9,3.1
181862,emobank,2.25,3.12,3.12
181863,emobank,2.78,3.11,3.45
181864,emobank,3.0,3.0,3.0
181865,emobank,3.3,3.1,2.8
181866,emobank,2.9,3.1,2.9
181867,emobank,3.0,3.14,3.0
181868,emobank,2.9,3.1,2.9
181869,emobank,2.63,2.88,3.25
181870,emobank,3.3,3.2,3.3
181871,emobank,3.0,3.0,3.0
181872,emobank,2.8,3.0,3.0
181873,emobank,2.37,3.5,3.62
181874,emobank,2.6,3.3,3.2
181875,emobank,2.45,2.91,3.36
181876,emobank,3.13,3.88,3.75
181877,emobank,2.9,3.4,3.2
181878,emobank,3.0,2.9,3.1
181879,emobank,2.6,2.7,3.3
181880,emobank,2.13,2.75,2.88
181881,emobank,2.29,3.29,3.29
181882,emobank,3.0,2.9,3.0
181883,emobank,2.86,2.71,2.71
181884,emobank,3.3,3.3,3.3
181885,emobank,3.1,2.8,3.1
181886,emobank,3.1,2.9,3.1
181887,emobank,2.89,2.78,3.11
181888,emobank,2.0,3.37,3.75
181889,emobank,2.2,2.8,3.2
181890,emobank,3.11,3.33,3.11
181891,emobank,3.0,2.8,2.9
181892,emobank,3.0,2.9,3.2
181893,emobank,3.0,3.0,2.88
181894,emobank,3.56,3.44,3.33
181895,emobank,3.38,3.5,3.5
181896,emobank,2.6,2.8,3.0
181897,emobank,2.88,2.88,3.0
181898,emobank,3.0,2.9,2.9
181899,emobank,3.1,3.0,2.9
181900,emobank,3.0,3.0,2.8
181901,emobank,2.9,2.7,3.1
181902,emobank,3.38,3.5,3.37
181903,emobank,3.33,3.5,2.83
181904,emobank,2.4,2.6,3.3
181905,emobank,3.3,3.5,3.4
181906,emobank,3.11,3.56,3.11
181907,emobank,3.6,3.2,3.3
181908,emobank,2.82,2.82,3.09
181909,emobank,2.3,3.6,3.5
181910,emobank,2.9,3.1,3.0
181911,emobank,2.7,3.2,2.9
181912,emobank,2.0,2.64,2.82
181913,emobank,2.33,2.78,2.89
181914,emobank,3.0,3.1,3.1
181915,emobank,2.6,3.0,3.0
181916,emobank,2.62,2.75,3.0
181917,emobank,2.2,2.7,3.4
181918,emobank,2.6,3.0,3.1
181919,emobank,2.7,2.6,3.2
181920,emobank,3.0,2.88,2.88
181921,emobank,2.89,2.89,2.89
181922,emobank,2.57,3.43,3.14
181923,emobank,2.4,2.9,3.7
181924,emobank,2.4,2.4,3.0
181925,emobank,2.6,2.9,2.9
181926,emobank,3.1,3.0,3.1
181927,emobank,2.62,2.75,3.12
181928,emobank,2.9,2.4,3.2
181929,emobank,2.8,3.1,3.3
181930,emobank,2.7,2.7,3.3
181931,emobank,2.9,3.3,3.0
181932,emobank,3.0,3.1,3.1
181933,emobank,2.7,2.9,2.7
181934,emobank,3.1,3.2,2.9
181935,emobank,2.88,3.12,2.75
181936,emobank,2.8,3.0,2.8
181937,emobank,3.3,3.2,3.2
181938,emobank,3.75,3.62,3.25
181939,emobank,3.1,2.8,3.1
181940,emobank,3.1,3.1,2.7
181941,emobank,2.67,3.5,3.0
181942,emobank,3.1,2.8,3.2
181943,emobank,2.7,2.9,3.2
181944,emobank,3.0,2.8,3.3
181945,emobank,2.7,3.1,3.2
181946,emobank,2.88,3.12,2.75
181947,emobank,2.43,2.86,2.86
181948,emobank,2.7,2.9,2.9
181949,emobank,3.0,2.75,2.62
181950,emobank,3.0,3.0,2.38
181951,emobank,2.56,2.89,3.11
181952,emobank,2.89,2.78,2.67
181953,emobank,2.7,2.9,2.9
181954,emobank,3.27,3.36,3.37
181955,emobank,2.82,3.09,2.73
181956,emobank,2.5,2.8,3.1
181957,emobank,2.86,3.0,2.71
181958,emobank,2.73,2.55,2.55
181959,emobank,2.6,2.8,2.8
181960,emobank,3.2,3.4,2.8
181961,emobank,2.9,2.9,2.2
181962,emobank,2.6,2.4,2.6
181963,emobank,2.72,2.86,3.28
181964,emobank,3.0,3.0,3.12
181965,emobank,3.25,3.12,3.0
181966,emobank,3.1,3.1,3.1
181967,emobank,2.5,2.9,3.0
181968,emobank,3.0,3.0,2.9
181969,emobank,3.2,3.3,3.2
181970,emobank,3.0,3.12,3.12
181971,emobank,3.0,3.1,3.1
181972,emobank,3.0,3.0,3.0
181973,emobank,3.0,2.9,2.9
181974,emobank,2.9,3.1,2.7
181975,emobank,2.67,3.0,3.22
181976,emobank,3.0,2.88,2.88
181977,emobank,2.9,3.0,3.0
181978,emobank,2.9,2.9,2.9
181979,emobank,3.0,3.0,2.9
181980,emobank,3.0,3.2,3.0
181981,emobank,3.2,3.2,3.3
181982,emobank,3.09,3.09,2.73
181983,emobank,2.88,3.0,3.0
181984,emobank,2.7,2.8,3.2
181985,emobank,3.14,3.0,2.86
181986,emobank,3.0,3.25,3.0
181987,emobank,2.8,2.7,3.3
181988,emobank,2.3,2.5,3.3
181989,emobank,2.9,3.2,3.0
181990,emobank,3.0,2.75,3.37
181991,emobank,3.0,3.2,2.9
181992,emobank,3.11,3.44,3.0
181993,emobank,3.1,3.3,2.9
181994,emobank,2.9,3.0,3.0
181995,emobank,3.0,3.4,3.1
181996,emobank,2.86,3.14,2.86
181997,emobank,2.1,2.6,3.4
181998,emobank,3.0,2.86,3.0
181999,emobank,2.82,3.09,2.82
182000,emobank,2.7,2.7,3.0
182001,emobank,3.0,3.0,3.0
182002,emobank,2.0,2.22,3.67
182003,emobank,2.9,2.8,2.7
182004,emobank,3.14,3.29,3.0
182005,emobank,3.3,3.1,3.3
182006,emobank,2.71,3.14,2.86
182007,emobank,3.7,3.3,3.5
182008,emobank,3.0,3.0,3.0
182009,emobank,3.0,2.82,3.27
182010,emobank,3.0,3.1,3.0
182011,emobank,2.6,3.0,3.0
182012,emobank,2.3,2.7,2.8
182013,emobank,2.75,2.75,3.0
182014,emobank,2.88,3.0,2.75
182015,emobank,3.18,2.82,2.73
182016,emobank,2.9,2.8,3.2
182017,emobank,2.9,3.2,3.1
182018,emobank,2.88,3.12,3.13
182019,emobank,3.0,3.0,3.12
182020,emobank,2.6,2.9,2.9
182021,emobank,2.82,2.63,2.82
182022,emobank,3.0,3.0,2.67
182023,emobank,2.9,3.2,2.9
182024,emobank,2.8,2.9,2.8
182025,emobank,3.0,2.9,2.6
182026,emobank,2.9,3.0,3.1
182027,emobank,2.86,3.43,2.71
182028,emobank,3.0,3.3,3.2
182029,emobank,2.8,3.0,2.9
182030,emobank,3.0,2.8,2.6
182031,emobank,3.0,2.9,2.8
182032,emobank,2.88,3.0,2.75
182033,emobank,2.86,3.57,3.0
182034,emobank,3.0,2.71,3.0
182035,emobank,3.1,3.1,3.0
182036,emobank,3.0,3.0,3.17
182037,emobank,2.8,2.9,2.9
182038,emobank,2.75,2.88,3.0
182039,emobank,2.7,3.0,3.1
182040,emobank,3.0,3.14,3.14
182041,emobank,3.0,2.91,2.55
182042,emobank,2.9,2.8,3.1
182043,emobank,2.36,2.64,2.91
182044,emobank,3.0,3.0,3.0
182045,emobank,2.8,3.2,3.2
182046,emobank,2.6,2.8,3.2
182047,emobank,3.0,3.3,3.4
182048,emobank,2.8,2.8,3.2
182049,emobank,3.0,3.1,2.9
182050,emobank,2.6,2.8,3.0
182051,emobank,2.9,3.1,2.9
182052,emobank,3.0,3.0,2.9
182053,emobank,3.0,2.88,2.88
182054,emobank,3.43,3.71,3.43
182055,emobank,2.86,3.0,3.0
182056,emobank,3.0,3.3,2.7
182057,emobank,3.0,3.3,3.1
182058,emobank,2.9,2.9,2.7
182059,emobank,2.75,2.88,3.12
182060,emobank,3.12,2.88,2.88
182061,emobank,3.0,2.9,3.0
182062,emobank,3.0,3.11,2.44
182063,emobank,3.0,3.5,2.9
182064,emobank,3.1,3.4,3.1
182065,emobank,2.7,2.8,3.5
182066,emobank,2.9,2.9,2.8
182067,emobank,2.9,3.0,2.8
182068,emobank,3.0,3.0,2.6
182069,emobank,2.8,3.0,3.0
182070,emobank,2.9,3.0,3.0
182071,emobank,2.6,3.1,2.9
182072,emobank,3.1,3.0,3.3
182073,emobank,3.0,3.0,3.0
182074,emobank,3.0,3.1,2.9
182075,emobank,3.0,3.0,2.9
182076,emobank,2.4,3.0,2.9
182077,emobank,2.89,3.44,3.0
182078,emobank,3.11,3.22,3.0
182079,emobank,3.0,3.0,2.7
182080,emobank,3.12,3.12,2.87
182081,emobank,2.25,2.87,3.62
182082,emobank,3.0,3.0,3.0
182083,emobank,2.87,3.12,3.0
182084,emobank,3.1,2.9,3.0
182085,emobank,2.9,3.2,3.1
182086,emobank,2.9,3.0,2.9
182087,emobank,2.9,2.9,3.0
182088,emobank,2.9,3.2,2.9
182089,emobank,2.3,2.6,2.9
182090,emobank,2.7,3.0,3.0
182091,emobank,3.0,3.0,2.78
182092,emobank,3.14,3.0,2.86
182093,emobank,2.78,2.78,2.89
182094,emobank,3.0,3.0,2.9
182095,emobank,2.9,2.9,3.3
182096,emobank,3.0,3.3,3.2
182097,emobank,3.0,3.1,2.4
182098,emobank,2.8,3.2,3.2
182099,emobank,3.22,3.78,3.22
182100,emobank,3.3,3.1,3.0
182101,emobank,3.29,3.14,3.14
182102,emobank,2.8,3.0,3.3
182103,emobank,2.82,3.09,2.55
182104,emobank,2.8,2.7,3.2
182105,emobank,2.9,2.9,3.1
182106,emobank,3.0,3.0,3.0
182107,emobank,3.0,3.2,3.0
182108,emobank,2.67,3.22,3.11
182109,emobank,2.86,2.71,2.86
182110,emobank,3.0,3.22,2.78
182111,emobank,2.22,2.78,3.11
182112,emobank,2.6,3.0,3.2
182113,emobank,2.9,3.0,3.1
182114,emobank,2.4,2.8,3.0
182115,emobank,3.1,2.9,2.7
182116,emobank,3.1,3.1,2.9
182117,emobank,2.9,3.1,2.5
182118,emobank,2.9,3.3,2.5
182119,emobank,3.0,3.0,2.9
182120,emobank,2.7,3.1,2.8
182121,emobank,3.0,3.1,3.0
182122,emobank,2.2,2.6,3.6
182123,emobank,3.12,3.5,3.5
182124,emobank,2.86,3.43,3.14
182125,emobank,2.8,2.6,3.0
182126,emobank,2.67,3.33,2.67
182127,emobank,2.8,3.1,3.1
182128,emobank,2.9,3.6,3.1
182129,emobank,3.4,3.3,3.1
182130,emobank,3.1,3.4,3.1
182131,emobank,3.0,3.09,3.18
182132,emobank,2.8,3.5,3.1
182133,emobank,3.0,3.3,3.4
182134,emobank,2.63,2.63,3.12
182135,emobank,3.0,3.2,3.1
182136,emobank,2.7,3.1,3.0
182137,emobank,2.25,3.0,3.25
182138,emobank,1.9,3.3,3.6
182139,emobank,2.2,2.2,2.7
182140,emobank,2.3,2.6,3.1
182141,emobank,3.12,3.25,3.0
182142,emobank,3.0,3.4,3.1
182143,emobank,3.0,3.2,2.9
182144,emobank,2.6,2.7,2.8
182145,emobank,2.44,2.78,3.11
182146,emobank,3.0,3.0,2.8
182147,emobank,2.9,2.9,3.1
182148,emobank,2.8,3.0,3.0
182149,emobank,3.0,3.1,3.1
182150,emobank,3.1,3.1,3.0
182151,emobank,3.0,3.1,3.1
182152,emobank,3.12,3.0,3.12
182153,emobank,2.8,3.1,3.5
182154,emobank,3.0,3.11,2.67
182155,emobank,2.27,2.73,3.27
182156,emobank,3.0,3.1,3.1
182157,emobank,2.7,3.1,2.9
182158,emobank,3.0,2.9,2.8
182159,emobank,3.0,2.71,2.71
182160,emobank,3.12,3.12,3.12
182161,emobank,2.89,3.22,2.89
182162,emobank,3.0,3.0,3.0
182163,emobank,2.5,2.88,2.88
182164,emobank,3.12,3.0,3.12
182165,emobank,2.9,2.8,2.9
182166,emobank,2.33,2.78,2.89
182167,emobank,3.0,3.0,3.0
182168,emobank,3.0,3.0,2.89
182169,emobank,3.0,3.0,3.2
182170,emobank,2.5,2.7,3.2
182171,emobank,3.0,3.0,2.09
182172,emobank,3.0,2.83,2.83
182173,emobank,2.38,2.75,3.5
182174,emobank,2.4,3.2,3.0
182175,emobank,2.56,3.0,2.89
182176,emobank,3.0,3.11,2.89
182177,emobank,3.0,2.88,3.0
182178,emobank,2.2,3.4,3.0
182179,emobank,2.25,3.5,3.5
182180,emobank,3.1,3.2,2.8
182181,emobank,3.0,3.2,3.1
182182,emobank,3.1,3.1,2.7
182183,emobank,3.0,3.0,2.8
182184,emobank,3.0,3.0,2.8
182185,emobank,2.6,3.0,3.4
182186,emobank,2.75,3.25,2.88
182187,emobank,3.2,3.0,3.3
182188,emobank,3.1,2.9,3.0
182189,emobank,2.91,2.82,2.73
182190,emobank,3.5,3.3,3.3
182191,emobank,3.38,3.25,3.0
182192,emobank,2.6,3.0,3.0
182193,emobank,2.8,3.0,3.1
182194,emobank,3.09,3.18,2.82
182195,emobank,2.38,3.62,3.25
182196,emobank,2.3,2.8,3.1
182197,emobank,3.0,3.0,2.75
182198,emobank,1.62,2.63,3.5
182199,emobank,2.75,3.5,3.37
182200,emobank,2.3,3.4,3.6
182201,emobank,2.9,3.2,3.2
182202,emobank,2.44,3.44,3.33
182203,emobank,2.9,3.2,3.1
182204,emobank,3.0,3.0,3.0
182205,emobank,2.1,3.1,3.6
182206,emobank,2.3,3.0,3.5
182207,emobank,3.0,3.4,2.5
182208,emobank,2.88,2.88,3.5
182209,emobank,2.1,3.5,3.6
182210,emobank,3.5,3.0,2.8
182211,emobank,3.0,2.78,2.56
182212,emobank,3.0,3.11,2.89
182213,emobank,3.0,2.86,2.57
182214,emobank,2.8,2.8,2.7
182215,emobank,3.0,3.0,2.6
182216,emobank,3.4,3.2,3.0
182217,emobank,3.0,2.8,2.8
182218,emobank,2.6,2.7,3.1
182219,emobank,2.5,2.75,3.5
182220,emobank,2.91,3.27,3.09
182221,emobank,3.0,3.2,2.8
182222,emobank,3.0,3.0,2.75
182223,emobank,3.11,3.11,3.11
182224,emobank,3.0,2.91,2.63
182225,emobank,2.9,3.0,2.8
182226,emobank,2.5,2.9,3.2
182227,emobank,2.38,2.75,3.0
182228,emobank,2.91,3.09,2.82
182229,emobank,3.13,3.38,3.0
182230,emobank,2.9,2.9,3.2
182231,emobank,3.14,2.86,3.0
182232,emobank,3.0,3.0,3.33
182233,emobank,3.0,3.0,3.0
182234,emobank,3.2,2.8,2.8
182235,emobank,2.89,2.89,2.78
182236,emobank,3.1,2.8,3.1
182237,emobank,3.1,3.1,3.0
182238,emobank,3.67,3.22,3.22
182239,emobank,3.0,2.9,2.9
182240,emobank,3.0,3.0,3.2
182241,emobank,2.12,2.5,3.13
182242,emobank,2.38,2.75,2.88
182243,emobank,3.12,3.25,3.0
182244,emobank,2.56,3.44,2.78
182245,emobank,3.0,3.0,3.1
182246,emobank,2.8,3.2,2.8
182247,emobank,2.6,2.5,3.0
182248,emobank,2.8,2.8,3.1
182249,emobank,3.44,3.11,3.33
182250,emobank,3.3,3.0,3.6
182251,emobank,2.92,3.25,2.92
182252,emobank,3.0,3.0,3.0
182253,emobank,2.11,2.56,3.11
182254,emobank,3.14,3.14,2.86
182255,emobank,3.1,3.0,2.6
182256,emobank,3.0,3.0,2.33
182257,emobank,3.0,3.11,2.67
182258,emobank,3.0,3.0,3.1
182259,emobank,2.66,3.17,3.17
182260,emobank,2.7,3.3,3.0
182261,emobank,2.0,2.8,3.3
182262,emobank,2.7,3.0,3.4
182263,emobank,3.0,3.0,3.0
182264,emobank,2.78,2.89,2.89
182265,emobank,3.0,2.9,2.9
182266,emobank,3.0,3.1,3.0
182267,emobank,3.0,3.2,3.0
182268,emobank,3.0,3.2,3.2
182269,emobank,3.0,2.88,2.88
182270,emobank,2.4,3.0,3.3
182271,emobank,3.0,3.1,2.6
182272,emobank,3.0,3.0,3.0
182273,emobank,3.0,3.11,2.33
182274,emobank,2.5,3.2,3.1
182275,emobank,1.75,2.0,3.37
182276,emobank,2.4,2.6,3.1
182277,emobank,2.8,3.0,3.4
182278,emobank,3.37,3.09,2.82
